DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,COMMON_CONTROL,MULTIPLE_MEASUREMENT,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
347,wos2071,glyphosate,1324,EC50,237,250,CI_95,10,9,"10 replicates, 9 eggs each",Roundup Biovert 360,18,EC50,15.2,48,CI_95,5,9,"5 replicates, 9 eggs each",Hill's model,wos2071_a,wos2071_1,Helix aspersa,n/a,University of Franche-Comté,Gastropoda,Mollusca,Animalia,Terrestrial,embryo,480,herbicide,NO,n/a,contact,chronic,20,n/a,n/a,n/a,NO,n/a,NO,soluble concentrate,YES,n/a,2010,"there was a difference in pH between the ai and formulation. The ai was more acidic but was still far less toxic. Also, in this paper snails were shown to be very tolerant to pH fluctuations between 2.3-6.9. Furthermore, the sample size for glyphosate was a sum of 3 tests. The third test used slightly different concentrations. They summed it together and analysed in the paper and I'm extracting the approach they took."
348,wos1991,permethrin,0.082,LC50,0.022,0.018,CI_95,32,1,"32 individuals, housed separetely, but in 4 blocks",Permanone,0.9,LC50,0.19,0.39,CI_95,32,1,"32 individuals, housed separetely, but in 4 blocks",probit,wos1991_a,wos1991_1,Acheta domesticus,house cricket,Big Apple Herpetological,Insecta,Arthropoda,Animalia,Terrestrial,adult,24,insecticide,NO,n/a,contact,acute,21,n/a,n/a,n/a,NO,n/a,NO,Emulsifiable concentrate,YES,n/a,2010,n/a
349,wos1991,naled,0.038,LC50,0.004,0.007,CI_95,32,1,"32 individuals, housed separetely, but in 4 blocks",Trumpet,0.44,LC50,0.08,0.12,CI_95,32,1,"32 individuals, housed separetely, but in 4 blocks",probit,wos1991_b,wos1991_2,Acheta domesticus,house cricket,Big Apple Herpetological,Insecta,Arthropoda,Animalia,Terrestrial,adult,24,insecticide,NO,n/a,contact,acute,21,n/a,n/a,n/a,NO,n/a,NO,Emulsifiable concentrate,YES,n/a,2010,n/a
350,wos236,sulcotrione,4691.2,IC50,702.1,702.1,SE,3,5,"3 runs, 5 replicates",Mikado,176.3,IC50,12.1,12.1,SE,3,5,"3 runs, 5 replicates",n/a,wos236_a,wos236_1,Tetrahymena pyriformis,n/a,Carlsberg Foundation,Ciliatea ,Ciliophora,Chromista ,Aquatic,n/a,9,herbicide,NO,n/a,environmental,acute,28,n/a,n/a,n/a,NO,n/a,NO,Aqueous suspension concentrates,YES,n/a,2008,n/a
351,wos236,mesotrione,7728.4,IC50,1247.1,1247.1,SE,3,5,"3 runs, 5 replicates",Callisto,4,IC50,0.1,0.1,SE,3,5,"3 runs, 5 replicates",n/a,wos236_b,wos236_2,Tetrahymena pyriformis,n/a,Carlsberg Foundation,Ciliatea ,Ciliophora,Chromista ,Aquatic,n/a,9,herbicide,NO,n/a,environmental,acute,28,n/a,n/a,n/a,NO,n/a,NO,Aqueous suspension concentrates,YES,n/a,2008,n/a
352,wos236,sulcotrione,55.1,IC50,5.6,5.6,SE,4,1,4 replicates,Mikado,12.5,IC50,1.3,1.3,SE,4,1,4 replicates,n/a,wos236_c,wos236_3,Vibrio fischeri ,n/a,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.25,herbicide,NO,n/a,environmental,acute,n/a,unaltered,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2008,pH unaltered.
353,wos236,sulcotrione,194.6,IC50,13.8,13.8,SE,4,1,4 replicates,Mikado,99.9,IC50,13.1,13.1,SE,4,1,4 replicates,n/a,wos236_d,wos236_4,Vibrio fischeri ,n/a,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.25,herbicide,NO,n/a,environmental,acute,n/a,neutralised,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2008,pH neutralised.
354,wos236,mesotrione,43.6,IC50,2.4,2.4,SE,4,1,4 replicates,Callisto,1.1,IC50,0.1,0.1,SE,4,1,4 replicates,n/a,wos236_e,wos236_5,Vibrio fischeri ,n/a,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.25,herbicide,NO,n/a,environmental,acute,n/a,unaltered,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2008,pH unaltered.
355,wos236,mesotrione,69.2,IC50,4,4,SE,4,1,4 replicates,Callisto,0.9,IC50,0.2,0.2,SE,4,1,4 replicates,n/a,wos236_f,wos236_6,Vibrio fischeri ,n/a,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.25,herbicide,NO,n/a,environmental,acute,n/a,neutralised,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2008,pH neutralised.
356,wos214,S-metolachlor + benoxacor,174.5,IC50,20.1,20.1,SE,4,1,4 replicates,Dual Gold Safeneur,20.5,IC50,2,2,SE,4,1,4 replicates,n/a,wos214_a,wos214_1,Vibrio fischeri ,n/a,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.25,herbicide,NO,n/a,environmental,acute,n/a,n/a,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2013,n/a
357,wos214,nicosulfuron,167.8,IC50,21.8,21.8,SE,4,1,4 replicates,Milagro,4.1,IC50,0.7,0.7,SE,4,1,4 replicates,n/a,wos214_b,wos214_2,Vibrio fischeri ,n/a,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.25,herbicide,NO,n/a,environmental,acute,n/a,n/a,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2013,n/a
358,scopus97,carbaryl,61.14,LC50,2.86,3,CI_95,20,1,"20 fish, housing not detailed",carbaryl commercial,162.6,LC50,6.78,7.08,CI_95,20,1,"20 fish, housing not detailed",Trimmed Spearman–Karber,scopus97_a,scopus97_1,Clarias batrachus,n/a,"Varanasi, India",Teleostei ,Chordata,Animalia,Aquatic,adult,24,insecticide,NO,n/a,environmental,acute,27,7.5,starved,n/a,NO,n/a,NO,n/a,YES,n/a,1988,n/a
359,scopus97,carbaryl,53.65,LC50,4.61,4.63,CI_95,20,1,"20 fish, housing not detailed",carbaryl commercial,134.08,LC50,5.46,5.46,CI_95,20,1,"20 fish, housing not detailed",Trimmed Spearman–Karber,scopus97_b,scopus97_1,Clarias batrachus,n/a,"Varanasi, India",Teleostei ,Chordata,Animalia,Aquatic,adult,48,insecticide,NO,n/a,environmental,acute,27,7.5,starved,n/a,NO,n/a,NO,n/a,YES,n/a,1988,n/a
360,scopus97,carbaryl,48.58,LC50,3.63,3.64,CI_95,20,1,"20 fish, housing not detailed",carbaryl commercial,123.36,LC50,3.55,3.6,CI_95,20,1,"20 fish, housing not detailed",Trimmed Spearman–Karber,scopus97_c,scopus97_1,Clarias batrachus,n/a,"Varanasi, India",Teleostei ,Chordata,Animalia,Aquatic,adult,72,insecticide,NO,n/a,environmental,acute,27,7.5,starved,n/a,NO,n/a,NO,n/a,YES,n/a,1988,n/a
361,scopus97,carbaryl,46.85,LC50,5.89,5.92,CI_95,20,1,"20 fish, housing not detailed",carbaryl commercial,107.66,LC50,6.83,6.83,CI_95,20,1,"20 fish, housing not detailed",Trimmed Spearman–Karber,scopus97_d,scopus97_1,Clarias batrachus,n/a,"Varanasi, India",Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,27,7.5,starved,n/a,NO,n/a,NO,n/a,YES,n/a,1988,n/a
362,wos67,methomyl,0.021,EC50,0.002,0.001,CI_95,4,5,"4 containers, 5 individuals",Lannate,0.024,EC50,0.002,0.002,CI_95,4,5,"4 containers, 5 individuals",probit,wos67_a,wos67_1,Daphnia magna,water flea,Clone A,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,n/a,environmental,acute,20,n/a,n/a,24,YES,n/a,NO,Water-soluble powders,YES,n/a,2009,n/a
363,wos67,propanil,2.1,EC50,0.3,0.4,CI_95,4,5,"4 containers, 5 individuals",Stam,3.6,EC50,0.4,0.5,CI_95,4,5,"4 containers, 5 individuals",probit,wos67_b,wos67_2,Daphnia magna,water flea,Clone A,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,24,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2009,n/a
364,wos67,glyphosate,>2000,EC50,n/a,n/a,n/a,4,5,"4 containers, 5 individuals",Spasor,307,EC50,8,8,CI_95,4,5,"4 containers, 5 individuals",probit,wos67_c,wos67_3,Daphnia magna,water flea,Clone A,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,24,YES,n/a,YES,n/a,YES,n/a,2009,n/a
365,wos67,methomyl,108,EC50,21,18,CI_95,3,1,3 replicates,Lannate,184,EC50,20,22,CI_95,3,1,3 replicates,probit,wos67_d,wos67_4,Raphidocelis subcapitata,n/a,n/a,Chlorophyceae,Chlorophyta,Plantae,Aquatic,n/a,96,insecticide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,YES,n/a,NO,Water-soluble powders,YES,n/a,2009,n/a
366,wos67,propanil,0.031,EC50,0.008,0.006,CI_95,3,1,3 replicates,Stam,0.012,EC50,0.003,0.006,CI_95,3,1,3 replicates,probit,wos67_e,wos67_5,Raphidocelis subcapitata,n/a,n/a,Chlorophyceae,Chlorophyta,Plantae,Aquatic,n/a,96,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2009,n/a
367,wos67,glyphosate,129,EC50,21,29,CI_95,3,1,3 replicates,Spasor,71,EC50,8,8,CI_95,3,1,3 replicates,probit,wos67_f,wos67_6,Raphidocelis subcapitata,n/a,n/a,Chlorophyceae,Chlorophyta,Plantae,Aquatic,n/a,96,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,YES,n/a,NO,n/a,YES,n/a,2009,n/a
368,wos159,thiamethoxam,>10,LC50,n/a,n/a,n/a,4,10,"4 replicates, 10 individuals",Actara,>10,LC50,n/a,n/a,n/a,4,10,"4 replicates, 10 individuals",log-logistic,wos159_a,wos159_1,Eisenia andrei,n/a,University of Amsterdam,Clitellata ,Annelida ,Animalia,Terrestrial,adult,672,insecticide,NO,n/a,environmental,chronic,20,n/a,fed,1440,YES,n/a,YES,wettable powder,YES,n/a,2020,n/a
369,wos159,acetamiprid,0.8,LC50,0.5,0.2,CI_95,4,10,"4 replicates, 10 individuals",Mospilan,0.8,LC50,0.5,0.2,CI_95,4,10,"4 replicates, 10 individuals",log-logistic,wos159_b,wos159_2,Eisenia andrei,n/a,University of Amsterdam,Clitellata ,Annelida ,Animalia,Terrestrial,adult,672,insecticide,NO,n/a,environmental,chronic,20,n/a,fed,1440,YES,n/a,NO,Water-soluble granules,YES,n/a,2020,n/a
370,wos159,thiacloprid,8,LC50,n/a,n/a,n/a,4,10,"4 replicates, 10 individuals",Calypso,7,LC50,0.5,0.5,CI_95,4,10,"4 replicates, 10 individuals",log-logistic,wos159_c,wos159_3,Eisenia andrei,n/a,University of Amsterdam,Clitellata ,Annelida ,Animalia,Terrestrial,adult,672,insecticide,NO,n/a,environmental,chronic,20,n/a,fed,1440,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2020,no reliable CI could be generated.
371,wos159,imidacloprid,1,LC50,1,1.5,CI_95,4,10,"4 replicates, 10 individuals",Confidor,0.8,LC50,0.2,0.2,CI_95,4,10,"4 replicates, 10 individuals",log-logistic,wos159_d,wos159_4,Eisenia andrei,n/a,University of Amsterdam,Clitellata ,Annelida ,Animalia,Terrestrial,adult,672,insecticide,NO,n/a,environmental,chronic,20,n/a,fed,1440,YES,n/a,NO,Soluble concentrates,YES,n/a,2020,n/a
372,wos159,thiamethoxam,0.32,LC50,0.02,0.08,CI_95,5,10,"5 replicates, 10 individuals",Actara,0.33,LC50,0.03,0.07,CI_95,5,10,"5 replicates, 10 individuals",log-logistic,wos159_e,wos159_5,Folsomia candida,n/a,University of Amsterdam,Collembola ,Arthropoda,Animalia,Terrestrial,juvenile,672,insecticide,NO,n/a,environmental,chronic,20,n/a,fed,264,YES,n/a,NO,wettable powder,YES,n/a,2020,n/a
373,wos159,acetamiprid,0.12,LC50,0.02,0.03,CI_95,5,10,"5 replicates, 10 individuals",Mospilan,0.42,LC50,0.12,0.08,CI_95,5,10,"5 replicates, 10 individuals",log-logistic,wos159_f,wos159_6,Folsomia candida,n/a,University of Amsterdam,Collembola ,Arthropoda,Animalia,Terrestrial,juvenile,672,insecticide,NO,n/a,environmental,chronic,20,n/a,fed,264,YES,n/a,NO,Water-soluble granules,YES,n/a,2020,n/a
374,wos159,thiacloprid,5,LC50,1,2,CI_95,5,10,"5 replicates, 10 individuals",Calypso,4.3,LC50,1.3,1.7,CI_95,5,10,"5 replicates, 10 individuals",log-logistic,wos159_g,wos159_7,Folsomia candida,n/a,University of Amsterdam,Collembola ,Arthropoda,Animalia,Terrestrial,juvenile,672,insecticide,NO,n/a,environmental,chronic,20,n/a,fed,264,YES,n/a,NO,Aqueous suspension concentrates,YES,n/a,2020,n/a
375,wos159,imidacloprid,0.55,LC50,0.49,0.45,CI_95,5,10,"5 replicates, 10 individuals",Confidor,1,LC50,0.7,1,CI_95,5,10,"5 replicates, 10 individuals",log-logistic,wos159_h,wos159_8,Folsomia candida,n/a,University of Amsterdam,Collembola ,Arthropoda,Animalia,Terrestrial,juvenile,672,insecticide,NO,n/a,environmental,chronic,20,n/a,fed,264,YES,n/a,NO,Soluble concentrates,YES,n/a,2020,n/a
376,scopus3651,dinoseb,0.058,LC50,0.006,0.004,CI_95,4,5,"4 containers, 5 individuals",Vertac General,0.054,LC50,0.038,0.126,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_a,scopus3651_1,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,n/a,YES,n/a,1989,n/a
377,scopus3651,dinoseb,0.058,LC50,0.006,0.004,CI_95,4,5,"4 containers, 5 individuals",Vertac Selective,0.042,LC50,0.006,0.006,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_a,scopus3651_2,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,n/a,YES,n/a,1989,n/a
378,scopus3651,dinoseb,0.058,LC50,0.006,0.004,CI_95,4,5,"4 containers, 5 individuals",Gebutox,0.053,LC50,0.004,0.004,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_a,scopus3651_3,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,n/a,YES,n/a,1989,n/a
379,scopus3651,dinoseb,0.058,LC50,0.006,0.004,CI_95,4,5,"4 containers, 5 individuals",Premerge 3,0.028,LC50,0.004,0.005,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_a,scopus3651_4,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,n/a,YES,n/a,1989,n/a
380,scopus3651,dinoseb,0.088,LC50,0.01,0.01,CI_95,2,10,"2 replicates, 10 individuals each",Vertac General,0.09,LC50,0.014,0.02,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_b,scopus3651_5,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,n/a,YES,n/a,1989,n/a
381,scopus3651,dinoseb,0.088,LC50,0.01,0.01,CI_95,2,10,"2 replicates, 10 individuals each",Vertac Selective,0.093,LC50,0.018,0.017,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_b,scopus3651_6,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,n/a,YES,n/a,1989,n/a
382,scopus3651,dinoseb,0.088,LC50,0.01,0.01,CI_95,2,10,"2 replicates, 10 individuals each",Gebutox,0.1,LC50,0.013,0.03,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_b,scopus3651_7,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,n/a,YES,n/a,1989,n/a
383,scopus3651,dinoseb,0.088,LC50,0.01,0.01,CI_95,2,10,"2 replicates, 10 individuals each",Premerge 3,0.15,LC50,0.04,0.05,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_b,scopus3651_8,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,n/a,YES,n/a,1989,n/a
384,scopus3651,MSMA,2390,LC50,386,461,CI_95,4,5,"4 containers, 5 individuals",Bueno 6,2460,LC50,409,490,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_c,scopus3651_9,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,soluble concentrate,YES,n/a,1989,n/a
385,scopus3651,MSMA,2390,LC50,386,461,CI_95,4,5,"4 containers, 5 individuals",Daconate,385,LC50,48,55,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_c,scopus3651_10,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,soluble concentrate,YES,n/a,1989,n/a
386,scopus3651,MSMA,2390,LC50,386,461,CI_95,4,5,"4 containers, 5 individuals",Daconate 6,675,LC50,57,63,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_c,scopus3651_11,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,soluble concentrate,YES,n/a,1989,n/a
387,scopus3651,MSMA,1210,LC50,233,289,CI_95,2,10,"2 replicates, 10 individuals each",Bueno 6,1290,LC50,388,555,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_d,scopus3651_12,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,soluble concentrate,YES,n/a,1989,n/a
388,scopus3651,MSMA,1210,LC50,233,289,CI_95,2,10,"2 replicates, 10 individuals each",Daconate,448,LC50,71,84,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_d,scopus3651_13,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,soluble concentrate,YES,n/a,1989,n/a
389,scopus3651,MSMA,1210,LC50,233,289,CI_95,2,10,"2 replicates, 10 individuals each",Daconate 6,550,LC50,62,70,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_d,scopus3651_14,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Teleostei ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,12,7.4,starved,8760,NO,44,NO,soluble concentrate,YES,n/a,1989,n/a
390,scopus2838,fenamiphos,1,LD50,0.3,0.3,CI_95,8,1,"8 birds, dosed separately",Nemacur 15G,2.4,LD50,1.2,2.2,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_a,scopus2838_1,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,mixed,oral-proventriculus,acute,n/a,n/a,starved,432,YES,n/a,NO,granules,YES,n/a,1984,n/a
391,scopus2838,chlorpyrifos,32,LD50,8,11,CI_95,9,1,"9 birds, dosed separately",Lorsban 15G,108,LD50,28,37,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_b,scopus2838_2,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,mixed,oral-proventriculus,acute,n/a,n/a,starved,432,YES,n/a,NO,granules,YES,n/a,1984,n/a
392,scopus2838,diazinon,10,LD50,3,3,CI_95,10,1,"10 birds, dosed separately",Diazinon 14G,8,LD50,2,3,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_c,scopus2838_3,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,mixed,oral-proventriculus,acute,n/a,n/a,starved,432,YES,n/a,NO,granules,YES,n/a,1984,n/a
393,scopus2838,Fensulfothion,1.2,LD50,0.2,0.4,CI_95,10,1,"10 birds, dosed separately",Dasanit 15G,2.4,LD50,0.4,0.5,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_d,scopus2838_4,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,mixed,oral-proventriculus,acute,n/a,n/a,starved,432,YES,n/a,NO,granules,YES,n/a,1984,n/a
394,scopus2838,Isofenphos,13,LD50,3,3,CI_95,8,1,"8 birds, dosed separately",Amaze 15G,19,LD50,4,4,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_e,scopus2838_5,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,mixed,oral-proventriculus,acute,n/a,n/a,starved,432,YES,n/a,NO,granules,YES,n/a,1984,n/a
395,scopus2838,parathion,6,LD50,2,3,CI_95,10,1,"10 birds, dosed separately",Parathion 10G,13,LD50,5,8,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_f,scopus2838_6,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,mixed,oral-proventriculus,acute,n/a,n/a,starved,432,YES,n/a,NO,granules,YES,n/a,1984,n/a
396,scopus2838,Disulfoton,12,LD50,5,7,CI_95,10,1,"10 birds, dosed separately",Di-Syston 15G,29,LD50,5,5,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_g,scopus2838_7,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,mixed,oral-proventriculus,acute,n/a,n/a,starved,432,YES,n/a,NO,granules,YES,n/a,1984,n/a
397,scopus2838,Fonofos,12,LD50,2,2,CI_95,10,1,"10 birds, dosed separately",Dyfonate 20G,14,LD50,2,3,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_h,scopus2838_8,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,mixed,oral-proventriculus,acute,n/a,n/a,starved,432,YES,n/a,NO,granules,YES,n/a,1984,n/a
398,scopus2838,Phorate,7,LD50,3,4,CI_95,9,1,"9 birds, dosed separately",Thimet 15G,21,LD50,7,10,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_i,scopus2838_9,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,mixed,oral-proventriculus,acute,n/a,n/a,starved,432,YES,n/a,NO,granules,YES,n/a,1984,n/a
399,scopus2838,Terbufos,15,LD50,3,4,CI_95,10,1,"10 birds, dosed separately",Counter 15G,26,LD50,6,8,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_j,scopus2838_10,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,mixed,oral-proventriculus,acute,n/a,n/a,starved,432,YES,n/a,NO,granules,YES,n/a,1984,n/a
400,scopus2838,Bendiocarb,21,LD50,4,5,CI_95,8,1,"8 birds, dosed separately",Tattoo 10G,33,LD50,9,11,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_k,scopus2838_11,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,mixed,oral-proventriculus,acute,n/a,n/a,starved,432,YES,n/a,NO,granules,YES,n/a,1984,n/a
401,scopus2838,Carbofuran,12,LD50,5,7,CI_95,12,1,"12 birds, dosed separately",Furadan 10G,12,LD50,3,4,CI_95,12,1,"12 birds, dosed separately",probit,scopus2838_l,scopus2838_12,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,mixed,oral-proventriculus,acute,n/a,n/a,starved,432,YES,n/a,NO,granules,YES,n/a,1984,n/a
402,scopus2838,Aldicarb,2,LD50,0.6,0.9,CI_95,8,1,"8 birds, dosed separately",Temik 15G,2.5,LD50,0.9,1.5,CI_95,10,1,"10 birds, dosed separately",probit,scopus2838_m,scopus2838_13,Colinus virginianus,Northern bobwhites,Charles C. Brown,Aves,Chordata,Animalia,Terrestrial,adult,168,insecticide,NO,mixed,oral-proventriculus,acute,n/a,n/a,starved,432,YES,n/a,NO,granules,YES,n/a,1984,n/a
