STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI,MORTALITY_SURVIVAL_ORGANISM_VIABILITY,LD50_WITH_CI_AVAILABLE,DATA_REQUEST_REQUIRED,OTHER_ENDPOINTS_STUDIED,COMMENTS
wos315,Guy,YES,"Osterberg, JS; Darnell, KM; Blickley, TM; Romano, JA; Rittschof, D",acute toxicity and sub lethal effects of common pesticides in post larval and juvenile blue crabs callinectes sapidus,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,"The coastal plains of the southeastern United States support extensive agricultural operations that apply pesticides and herbicides. The shallow tidal creeks and ditches that directly drain agricultural fields are home to the young of the ecologically and economically important blue crab, Callinectes sapidus (Rathbun, 1896). Massive mortality observed by peeler crab fishers led us to investigate the acute toxicity of several commercial pesticide formulations and their active ingredients to blue crab megalopae and J1-J4 stage juveniles. Twenty-four hour acute toxicity assays were conducted with the organophosphate acephate (Orthene (R)), the carbamate aldicarb, the chloro-nicotinyl imidacloprid (Trimax (TM)), the pyrethroid lambdacyhalothrin (Karate (R) with Zeon Technology), and the glyphosate-based herbicide Roundup (R) Pro. LC50 values ranged from 0.22 mu g/L for megalopae exposed to lambda-cyhalothrin to 316,000 mu g/L for juveniles exposed to Roundup. The acute toxicities of active ingredient insecticides to blue crabs followed the order: lambda-cyhalothrin > imidacloprid approximate to aldicarb > acephate. Megalopae were almost always more sensitive than juveniles and there was little difference between the LC(50)s of each commercial formulation and its active ingredient. Treatment of intermolt megalopae with LC20 levels of Roundup resulted in significantly reduced time to metamorphosis (TTM) compared to estuarine water controls, while no differences resulted from treatment with the four active ingredient insecticides. Treatment with acephate, aldicarb, imidacloprid, and Roundup significantly increased the frequency of juveniles that died within 6 h of molting. The sensitivity of molting blue crabs to these pesticides makes frequently molting juveniles particularly vulnerable to pesticides in estuaries. (C) 2012 Elsevier B.V. All rights reserved.",2012,424,5,14,http://dx.doi.org/10.1016/j.jembe.2012.05.004,YES,YES,NO,n/a,n/a
wos2030,Guy,YES,"Weir, SM; Yu, SY; Salice, CJ",acute toxicity of herbicide formulations and chronic toxicity of technical grade trifluralin to larval green frogs (lithobates clamitans),ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Fewer toxicity studies have been performed on herbicides than on insecticides despite heavier use of herbicides and evidence of herbicide formulation toxicity to amphibians. We conducted acute and chronic toxicity tests with the herbicide trifluralin (2,6-dinitro-N,N-dipropyl-4-(trifluoromethyl)aniline) on tadpoles. Herbicide formulations had lower median lethal concentrations than an insecticide formulation and technical-grade trifluralin. Chronic trifluralin exposure resulted in significantly smaller tadpoles at low concentrations (20?mu g/L) compared with controls and 200-mu g/L treatments. Environ. Toxicol. Chem. 2012; 31: 20292034. (c) 2012 SETAC",2012,31,2029,2034,http://dx.doi.org/10.1002/etc.1910,YES,YES,NO,GROWTH,n/a
scopus307,Guy,YES,Buhl K.J.; Faerber N.L.,acute toxicity of selected herbicides and surfactants to larvae of the midge chironomus riparius,Archives of Environmental Contamination and Toxicology,"The acute toxicities of eight commercial herbicides and two surfactants to early fourth instar larvae of the midge Chironomus riparius were determined under static conditions. The formulated herbicides tested were Eradicane® (EPTC), Fargo® (triallate), Lasso® (alachlor), ME4 Brominal® (bromoxynil), Ramrod® (propachlor), Rodeo® (glyphosate), Sencor® (metribuzin), and Sutan (+)® (butylate); the two surfactants were Activator N.F.® and Ortho X-77®. In addition, technical grade alachlor, metribuzin, propachlor, and triallate were tested for comparison with the formulated herbicides. The relative toxicity of the commercial formulations, based on percent active ingredient, varied considerably. The EC50 values ranged from 1.23 mg/L for Fargo® to 5,600 mg/L for Rodeo®. Fargo®, ME4 Brominal®, and Ramrod® were moderately toxic to midge larvae; Lasso®, Sutan (+)®, and Eradicane® were slightly toxic; and Sencor® and Rodeo® were practically non-toxic. The 48-hr EC50 values of the two surfactants were nearly identical and were considered moderately toxic to midges. For two of the herbicides in which the technical grade material was tested, the inert ingredients in the formulations had a significant effect on the toxicity of the active ingredients. Fargo® was twice as toxic as technical grade triallate, whereas Sencor® was considerably less toxic than technical grade metribuzin. A comparison of the slope function values indicated that the toxic action of all the compounds occurred within a relatively narrow range. Published acute toxicity data on these compounds for other freshwater biota were tabulated and compared with our results. In general, the relative order of toxicity to C. riparius was similar to those for other freshwater invertebrates and fish. Maximum concentrations of each herbicide in bulk runoff during a projected ""critical"" runoff event were calculated as a percentage of the application rate lost in a given volume of runoff. A comparison between estimated maximum herbicide concentrations in runoff and results of acute tests indicated that Ramrod®, ME4 Brominal®, and Lasso® pose the greatest direct risk to midge larvae during a storm event. © 1989 Springer-Verlag.",1989,18,530,536,10.1007/BF01055019,YES,YES,NO,n/a,n/a
scopus3635,Guy,YES,Sanders H.O.; Finley M.T.; Hunn J.B.,acute toxicity of six forest insecticides to three aquatic invertebrates and four fishes.,Technical Paper - US Fish & Wildlife Service,"Technical grade and field formulations of methomyl, carbaryl, aminocarb, trichlorfon, fenitrothion, and acephate were tested for acute toxicity against a daphnid, Daphnia magna; and amphipod Gammarus pseudolimnaeus; larvae of a midge, Chironomus plumosus, and 4 species of fish (bluegill, Lepomis macrochirus; rainbow trout, Salmo gairdneri; fathead minnow, Pimephales promelas; and channel catfish, Ictalurus punctatus). Five of the six insecticides tested were highly toxic (EC50, 100-1, 000mu g/L) or extremely toxic (EC50, = or <100mu g/L) to the daphnid, amphipod, and midge larvae; the 48-h EC50s ranged from 320 to 0.10mu g/L for daphnids and midge larvae;, and the 96-h LC50 from 2 to 920mu g/L for the amphipod. Acephate was not toxic to invertebrates at concentrations up to 50 mg/L. Five of the insecticides ranged from highly toxic (methomyl, to channel catfish) to relatively non-toxic (trichlorfon, to fathead minnows); acephate was only slightly toxic to the fishes tested. In tests with bluegills and rainbow trout, the toxicity of methomyl and fenitrothion was little influenced by temperature, pH, or water hardness but that of carbaryl, aminocarb, and trichlorfon generally increased with increasing temperature or pH, or both.-from Sport Fishery Abstracts",1983,110,NA,NA,,YES,YES,NO,n/a,n/a
wos279,Guy,YES,"BUHL, KJ; HAMILTON, SJ; SCHMULBACH, JC",acute toxicity of the herbicide bromoxynil to daphnia magna,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"The acute toxicities of technical-grade bromoxynil octanoate (BO) and two commercial formulations, Buctril(R) and Bronate(R), to <24-h-old neonate Daphnia magna (Straus) were determined in soft, hard, and oligosaline water. In addition, effects of life stage, feeding, aging the herbicide, and exposure duration on BO toxicity to daphnids were investigated. Regardless of formulation, life stage, and water quality, BO was found to be extremely to highly toxic to daphnids in standard tests; 48-h EC50 values ranged from 41 to 161 mug/L. Bromoxynil octanoate was the most toxic to neonates in soft water and the least toxic in hard water. The acute toxicities of the three bromoxynil herbicides to a given age group of daphnids were similar within the same water type. Overall, neonates and 7-d-old adults were more sensitive than 14- or 15-d-old adults to each herbicide. Feeding daphnids during the toxicity test significantly decreased BO toxicity compared to not feeding them. Aging BO (as Buctril) in hard water decreased its toxicity, and the rate of deactivation was rapid, with an estimated half-life of biological activity of 13 h. Daphnids immobilized by exposures to toxic BO concentrations for less-than-or-equal-to 6 h recovered their mobility, whereas exposures of 18 and 24 h to BO produced toxic effects in daphnids similar to those exposed for 48 h. These results indicated that standard continuous exposure tests may not adequately predict the acute toxicity of BO to freshwater animals in the field.",1993,12,1455,1468,http://dx.doi.org/10.1002/etc.5620120813,YES,YES,NO,n/a,n/a
wos1140,Guy,YES,"Mortl, M; Takacs, E; Klatyik, S; Szekacs, A",aquatic toxicity and loss of linear alkylbenzenesulfonates alone and in a neonicotinoid insecticide formulation in surface water,SCIENCE OF THE TOTAL ENVIRONMENT,"Substance losses of linear alkylbenzene sulfonates (LASs) in a neat surfactant mixture, in an insecticide formulation MOSPILAN 20 SG, and in solutions with different neonicotinoid active ingredients (AIs) was studied in distilled water and in surface water samples originated from River Danube. Analytical measurements were performed both by HPLC-UV and commercial ELISA methods. Loss rates of LASs were found different in these aqueous matrices, with decomposition rates higher for the neat surfactant mixture than for MOSPILAN 20 SG (nearly 2- and 9-fold in distilled water and in surface water from River Danube, respectively). Half-lives determined in surface water from River Danube were shown to be affected by the presence of neonicotinoid AIs thiacloprid > imidacloprid > acetamiprid (ACE), while clothianidin and thiamethoxam did not affect LAS decomposition. Aquatic toxicity of MOSPILAN 20 SG, along with that of its AI ACE and co-formulant LAS, as well as the mixture of ACE and LAS was also investigated in the 48-h acute immobilisation assay on the water flea (Daphnia magna) aquatic indicator organism. LAS appeared to be significantly (8-fold) more toxic in the D. magna test than ACE, and the toxicity of the formulated insecticide was found to be 1.3 and 19.6 times higher than explained by its AI and LAS content, respectively, indicating synergistic toxicity. The strongest synergy between ACE and LASs was observed, when the neat forms of the two substances were applied in combination at concentrations equivalent to those in MOSPILAN 20 SG. (C) 2018 Elsevier B.V. All rights reserved.",2019,652,780,787,http://dx.doi.org/10.1016/j.scitotenv.2018.10.211,YES,YES,NO,n/a,n/a
wos2111,Guy,YES,"Tsui, MTK; Chu, LM",aquatic toxicity of glyphosate based formulations: comparison between different organisms and the effects of environmental factors,CHEMOSPHERE,"Glyphosate-based herbicides (e.g. Roundup((R))) are extensively used in the aquatic environment, but there is a paucity of data on the toxicity of the formulated products and the influences by environmental factors. In this study, the acute toxicity of technical-grade glyphosate acid, isopropylamine (IPA) salt of glyphosate, Roundup((R)) and its surfactant polyoxyethylene amine (POEA) to Microtox((R)) bacterium (Vibrio fischeri), microalgae (Selenastrum capricornutum and Skeletonema costatum), protozoa (Tetrahymena pyriformis and Euplotes vannus) and crustaceans (Ceriodaphnia dubia and Acartia tonsa) was examined and the relative toxicity contributions of POEA to Roundup((R)) were calculated. The effects of four environmental factors (temperature, pH, suspended sediment and algal food concentrations) on the acute toxicity of Roundup((R)) to C dubia were also examined. Generally, the toxicity order of the chemicals was: POEA > Roundup((R)) > glyphosate acid > IPA salt of glyphosate, while the toxicity of glyphosate acid was mainly due to its high acidity. Microtox((R)) bacterium and protozoa had similar sensitivities towards Roundup((R)) toxicity (i.e. IC50 from 23.5 to 29.5 mg AE/l). In contrast, microalgae and crustaceans were 4-5 folds more sensitive to Roundup((R)) toxicity than bacteria and protozoa. Except photosynthetic microalgae, POEA accounted for more than 86% of Roundup((R)) toxicity and the toxicity contribution of POEA was shown to be species-dependent. Increase in pH (6-9) and increase of suspended sediment concentration (0-200 mg/l) significantly increased the toxicity of Roundup((R)) to C dubia, but there were no significant effects due to temperature change and food addition. (C) 2003 Elsevier Science Ltd. All rights reserved.",2003,52,1189,1197,http://dx.doi.org/10.1016/S0045-6535(03)00306-0,YES,YES,NO,n/a,n/a
wos840,Guy,YES,"Silva, CDE; Mariette, J; Verweij, RA; van Gestel, CAM",assessing the toxicity of thiamethoxam in natural lufa 2.2 soil through three generations of folsomia candida,ECOTOXICOLOGY,"In the field, long-term exposure is a rule rather than an exception. As a consequence, the relatively short-term standard toxicity tests may not be adequate for assessing long-term effects of pesticide exposure. This study determined the toxicity of the neonicotinoid thiamethoxam, both pure and in the formulation Actara (R) (25% active substance), to the springtail Folsomia candida, over three generations (P, Fl and F2). For the parental generation (P), the toxicity of pure thiamethoxam and Actara (R) did not differ significantly, with LC50S and EC50S of 0.32-0.35 and 0.23-0.25 mg a.s./kg dry soil, respectively. For the Fl and F2 generations, LC50S were >0.37 mg a.s./kg dry soil for both compounds. Actara was more toxic towards reproduction in the F1 generation (EC50 0.16 mg a.s./kg dry soil) than pure thiamethoxam (EC50 0.23 mg a.s./kg dry soil). For generation F2, there was no significant difference in the toxicity of the compounds towards reproduction, with EC50S of >0.37 and 0.30 mg a.s./kg dry soil for Actara (R) and pure thiamethoxam respectively. These results suggest a slight decrease in the toxicity of the compounds throughout the generations tested. The similarity in the toxicity of pure and formulated thiamethoxam indicates that the ingredients in the formulation Actara (R) do not enhance toxicity.",2018,27,764,771,http://dx.doi.org/10.1007/s10646-018-1922-8,YES,YES,NO,REPRODUCTION,n/a
wos44,Guy,YES,"Neves, M; Castro, BB; Vidal, T; Vieira, R; Marques, JC; Coutinho, JAP; Goncalves, F; Goncalves, AMM",biochemical and populational responses of an aquatic bioindicator species daphnia longispina to a commercial formulation of a herbicide (primextra (r) gold tz) and its active ingredient (s metolachlor),ECOLOGICAL INDICATORS,"The growing demand of human populations for food supplies has led to an increase in the use of synthetic products, mainly pesticides, which induce adverse effects not only to target organisms, but also to nontarget biota of agroecosystems. Aquatic ecosystems in the proximity of agricultural areas are particularly vulnerable to pesticides, which cause underperformance or extinction of non-target sensitive species. Once in the aquatic system, these chemicals can affect biological processes at multiple levels (molecular, individual, populational), causing ecosystem imbalance across multiple scales. In this study, the effect of a commercial formulation of a herbicide (Primextra (R) Gold TZ) and its main active ingredient (a.i., S-metolachlor) was studied on a freshwater cladoceran species (Daphnia longispina), at different levels of biological organization and temporal scales. S-metolachlor is used in many herbicide formulations applied in corn/maize cultures, which is a relevant culture worldwide. As a first step, the acute and chronic effects of both commercial formulation and a.i. were quantified, and both formulations negatively affected the cladoceran's survival and reproductive parameters (age at first reproduction, number of offspring and number of broods), as well as the population's rate of increase. Whilst acute effects were comparable, the commercial formulation was slightly more toxic (EC50 was two-times lower) than the a.i. in chronic exposures, being prejudicial to D. longispina populations above 4.0 mg/L of S-metolachlor. In a second experimental step, we focused on the potential multi-generational impacts of the exposure to the a.i. alone on biochemical (lipid biomarkers, namely fatty acids) and populational responses, because of the relevance of S-metolachlor as a biosynthesis inhibitor in many herbicidal formulations. The herbicide caused a significant decrease in Daphnia fecundity (in the size of the 1st clutch), but no concomitant alterations were found in fatty acid profiles of mothers or offspring. More important, this experiment showed that S-metolachlor did not cause effects in the subsequent generation, thus suggesting that biotic communities may recover after exposure to the xenobiotic. (C) 2015 Elsevier Ltd. All rights reserved.",2015,53,220,230,http://dx.doi.org/10.1016/j.ecolind.2015.01.031,YES,YES,NO,REPRODUCTION,n/a
wos293,Guy,YES,"Vallim, JH; Clemente, Z; Castanha, RF; Pereira, ADS; Campos, EVR; Assalin, MR; Maurer-Morelli, CV; Fraceto, LF; de Castro, VLSS",chitosan nanoparticles containing the insecticide dimethoate: a new approach in the reduction of harmful ecotoxicological effects,NANOIMPACT,"Organophosphate insecticides such as dimethoate (DMT) are widely used in agriculture. As a side effect, however, these insecticides contaminate bodies of water, resulting in damage to aquatic organisms. The development of nanopesticides may be an innovative alternative in the control of agricultural pests, increasing effectiveness and reducing their toxicological effects. Based upon this, the present study has investigated encapsulated DMT in alginate chitosan nanoparticles (nanoDMT) and evaluated its toxicological effects on non-target organisms. The nanoparticles were characterized by DLS, NTA and AFM, as well as being evaluated by the release profile. Nanoparticle toxicity was also evaluated in comparison with DMT, empty nanoparticles and DMT (NP + DMT), and commercial formulations (cDMT), in the embryos and larvae of Danio rerio (zebrafish) according to lethality, morphology, and behavior. The nanoparticle control (NP) showed hydrodynamic size values of 283 +/- 4 nm, a PDI of 0.5 +/- 0.05 and a zeta potential of -31 +/- 0.4 mV. For nanoparticles containing dimethoate, the nanoparticles showed 301 +/- 7 nm size values, a PDI of 0.45 +/- 0.02, a zeta potential of -27.9 +/- 0.2 mV, and an encapsulation of 75 +/- 0.32%, with slow-release overtime (52% after 48 h). The AFM images showed that both types of nanoparticles showed spherical morphology. Major toxic effects on embryo larval development were observed in commercial dimethoate exposure followed by the technical pesticide, predominantly in the highest tested concentrations. With regard to the toxic effects of sodium alginate/chitosan, although there was an increase for LC50-96 h concerning the technical dimethoate, the behavior of the larvae was not affected. The data obtained demonstrate that nanoencapsulated dimethoate reduces the toxicity of insecticides on zebrafish larvae, suggesting that nanoencapsulation may be safer for non-target species, by eliminating collateral effects and thus promoting sustainable agriculture.",2022,27,NA,NA,http://dx.doi.org/10.1016/j.impact.2022.100408,YES,YES,NO,n/a,n/a
wos128,Guy,YES,"Cuhra, M; Traavik, T; Bohn, T",clone  and age dependent toxicity of a glyphosate commercial formulation and its active ingredient in daphnia magna,ECOTOXICOLOGY,"Low levels of glyphosate based herbicide induced significant negative effects on the aquatic invertebrate Daphnia magna. Glyphosate herbicides such as brands of Roundup, are known to be toxic to daphnids. However, published findings on acute toxicity show significant discrepancies and variation across several orders of magnitude. To test the acute effects of both glyphosate and a commercial formulation of Roundup (hereafter Roundup), we conducted a series of exposure experiments with different clones and age-classes of D. magna. The results demonstrated EC50 (48) values in the low ppm-range for Roundup as well as for the active ingredient (a.i.) isopropylamine salt of glyphosate (glyphosate IPA) alone. Roundup showed slightly lower acute toxicity than glyphosate IPA alone, i.e. EC50 values of 3.7-10.6 mg a.i./l, as compared to 1.4-7.2 mg a.i./l for glyphosate IPA. However, in chronic toxicity tests spanning the whole life-cycle, Roundup was more toxic. D. magna was exposed to sublethal nominal concentrations of 0.05, 0.15, 0.45, 1.35 and 4.05 mg a.i./l for 55 days. Significant reduction of juvenile size was observed even in the lowest test concentrations of 0.05 mg a.i./l, for both glyphosate and Roundup. At 0.45 mg a.i./l, growth, fecundity and abortion rate was affected, but only in animals exposed to Roundup. At 1.35 and 4.05 mg a.i./l of both glyphosate and Roundup, significant negative effects were seen on most tested parameters, including mortality. D. magna was adversely affected by a near 100 % abortion rate of eggs and embryonic stages at 1.35 mg a.i./l of Roundup. The results indicate that aquatic invertebrate ecology can be adversely affected by relevant ambient concentrations of this major herbicide. We conclude that glyphosate and Roundup toxicity to aquatic invertebrates have been underestimated and that current European Commission and US EPA toxicity classification of these chemicals need to be revised.",2013,22,251,262,http://dx.doi.org/10.1007/s10646-012-1021-1,YES,YES,NO,FECUNDITY/GROWTH,n/a
wos996,Guy,YES,"Adams, E; Gerstle, V; Schmitt, T; Bruhl, CA",co formulants and adjuvants affect the acute aquatic and terrestrial toxicity of a cycloxydim herbicide formulation to european common frogs (rana temporaria),SCIENCE OF THE TOTAL ENVIRONMENT,"While pesticides are generally recognized as contributing to amphibian declines, there is a lack of knowledge about effects of co-formulants that are present in pesticide formulations and adjuvants which are mixed with these formulations. Since aquatic and terrestrial stages of amphibians can be exposed to these substances, adverse effects cannot be excluded. We investigated acute aquatic and terrestrial effects of the herbicide formulation Focus (R) Ultra, its active substance cycloxydim, its co-formulants solvent naphtha and docusate as well as the stabilizing adjuvant Dash (R) E.C. on larval and juvenile Rana temporaria. Aquatic toxicity was determined as 96-h LC50 values. Cycloxydim was the least toxic and solvent naphtha the most toxic substance of the formulation. The addition of Dash (R) E.C. increased the formulation toxicity substantially. Terrestrial toxicity was determined as lethal effects after a 48-h exposure to contaminated soil with 100% of the recommended field rate (FR) and as sublethal effects after the exposure to 10% of the recommended FR. The exposure to solvent naphtha and docusate at 100% FR led tomortalities of 42-100% probably due to their inhalation toxicity and dermal as well as eye irritation, respectively. Cycloxydim, Focus (R) Ultra and Dash (R) E.C. did not lead to any mortality. Sublethal effects on juvenile locomotor activity (i.e. moved distance) were observed for cycloxydim and the combined exposure of Focus (R) Ultra and Dash (R) E.C. Juvenile body masses declined significantly for all substances except for cycloxydim. The present results show that aquatic sensitivity does not predict terrestrial sensitivity. It was shown that pesticide toxicity for amphibians can highly depend on the presence and amount of co-formulants and added adjuvants. Therefore, substances included in pesticide formulations which are known to be toxic by inhalation or harmful to eyes or skin should be specifically considered in the environmental risk assessment for amphibians. (C) 2021 Elsevier B.V. All rights reserved.",2021,789,NA,NA,http://dx.doi.org/10.1016/j.scitotenv.2021.147865,YES,YES,NO,BEHAVIOUR/GROWTH,n/a
wos941,Guy,YES,"Lackmann, C; Velki, M; Bjedov, D; Ecimovic, S; Seiler, TB; Hollert, H",commercial preparations of pesticides exert higher toxicity and cause changes at subcellular level in earthworm eisenia andrei,ENVIRONMENTAL SCIENCES EUROPE,"Background The environmental impact of pesticides has been an increasingly discussed issue over the last decades. Constant usage of pesticides presents a burden for soil and causes a decrease in its health, including the negative effects on earthworms which are indicators for soil quality. The objective of this research was the assessment of the effects of two insecticides and two herbicides on the earthworm Eisenia andrei. Namely, the following active ingredients and respective commercial preparations were investigated: esfenvalerate (Sumialfa), thiacloprid (Calypso), dimethenamid-p (Frontier) and prosulfocarb (Filon). Lethal concentrations (48 h) of both active ingredient and commercial preparations were determined using the filter paper contact test. Results The results showed that Calypso and Frontier were significantly more toxic than the active ingredient. Therefore, all further measurements were performed after exposure of earthworms to the commercial preparations of the pesticides. Specifically, several enzymatic biomarkers and multixenobiotic resistance activity were assessed. Additionally, a fluorescence-based assay for the determination of oxidative stress was established. Significant changes were detected for catalase, carboxylesterase and multixenobiotic activities after 48-h exposures. Also, a significant change in oxidative stress parameters could be observed for both Calypso and Frontier. Conclusions The obtained results show that commercial preparations can be more toxic than the active ingredients, and the formulations being distributed in the environment can affect earthworms on a molecular level already after short exposures. This emphasizes the importance of a more integrated eco-toxicological assessment of commercial pesticide preparations not to underestimate their effects on the environment.",2021,33,NA,NA,http://dx.doi.org/10.1186/s12302-021-00455-5,YES,YES,NO,OXIDATIVE STRESS,n/a
wos253,Guy,YES,"Gungordu, A; Uckun, M",comparative assessment of in vitro and in vivo toxicity of azinphos methyl and its commercial formulation,ENVIRONMENTAL TOXICOLOGY,"The toxic effects of Gusathion (GUS), which is a commercial organophosphate (OP) pesticide, and also its active ingredient, azinphos methyl (AzM), are evaluated comparatively with in vitro and in vivo studies. Initially, the 96-h LC50 values of AzM and GUS were estimated for two different life stages of Xenopus laevis, embryos, and tadpoles. The actual AzM concentrations in exposure media were monitored by high-performance liquid chromatography. Also, the sub-lethal effects of these compounds to tadpoles were determined 24 h later at exposure concentrations of 0.1 and 1 mg/L using selected biomarker enzymes such as acetylcholinesterase (AChE), carboxylesterase (CaE), glutathione S-transferase (GST), glutathione reductase, lactate dehydrogenase, and aspartate aminotrasferase. Differences in AChE inhibition capacities of AzM and GUS were evaluated under in vitro conditions between frogs and fish in the second part of this study. The AChE activities in a pure electrical eel AChE solution and in brain homogenates of adult Cyprinus carpio, Pelophylax ridibundus, and X. laevis were assayed after in vitro exposure to 0.05, 0.5, 5, and 50 mg/L concentrations of AzM and GUS. According to in vivo studies AChE, CaE and GST are important biomarkers of the effect of OP exposure while CaE may be more effective in short-term, low-concentration exposures. The results of in vitro studies showed that amphibian brain AChEs were relatively more resistant to OP exposure than fish AChEs. The resistance may be the cause of the lower toxicity/lethality of OP compounds to amphibians than to fish. (c) 2014 Wiley Periodicals, Inc. Environ Toxicol 30: 1091-1101, 2015.",2015,30,1091,1101,http://dx.doi.org/10.1002/tox.21982,YES,YES,NO,OXIDATIVE STRESS,n/a
