STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI
2080,Cecylia,not vetted,"Gordon, U; Ruther, J; Bernier, UR; Rose, A; Geier, M",Development and Evaluation of Push-Pull Control Strategies against Aedes aegypti (Diptera: Culicidae),ADVANCES IN THE BIORATIONAL CONTROL OF MEDICAL AND VETERINARY PESTS,"The increase in insecticide-resistant mosquito populations necessitates the exploration of novel vector control intervention measures. Push-pull strategies have been successful in integrated crop pest management. Through the combinatory use of deterring and attracting stimuli, the abundance of insect pests can be changed in a given area. A push-pull strategy might also reduce human-vector contacts and augment existing mosquito control strategies, e.g. through the combination of an attractive trapping system and spatial repellent. Several volatile pyrethroids have been tested for their spatial repellent (push) potential. However, the use of insecticides conflicts with the general idea of push-pull as a non-toxic means of pest management. In addition, constant human exposure to insecticides should be avoided and further insecticide resistance in the target population needs to be prevented which necessitates the screening for effective, non-toxic spatial repellents. This chapter discusses techniques that allow for a more realistic evaluation of spatial repellents under laboratory conditions before they are tested in the (semi-)field and introduces a push-pull approach that uses the BG-Sentinel trap in combination with catnip oil (Nepeta cataria), a known spatial repellent for Aedes aegypti. Different candidate materials were evaluated in y-tube olfactometer assays and the efficacy of the most promising candidates was subsequently verified within a larger scaled room test. The novel room test included a dispensing system that created a repellent-loaded air curtain which had to be overcome by the mosquitoes in order to reach an attractive trap or human volunteer located behind. Best results were obtained with a dispensing system using conventional fans and a repellent sachet containing polymer granules with catnip oil. In these experiments, mosquito attraction to a BGS-trap was reduced by 70% in push-only set-ups. The indoor success was attributed to a homogenous and constant dispersal of active ingredients, as confirmed by quantification experiments using thermal desorption gas chromatography coupled to mass spectrometry. Successful protection of a human volunteer was achieved in push-pull experiments using catnip oil in combination with the BGS trap. In these experiments, human landing collections were reduced by 50%. In semi-field tests in Florida, comparable protective effects could not be verified and further research on suitable repellent concentrations and formulations for outdoor implementation are required.",2018,1289,187,204,NA
2081,Cecylia,not vetted,"Hallett, KC; Atfield, A; Comber, S; Hutchinson, TH",Developmental toxicity of metaldehyde in the embryos of Lymnaea stagnalis (Gastropoda: Pulmonata) co-exposed to the synergist piperonyl butoxide,SCIENCE OF THE TOTAL ENVIRONMENT,"Metaldehyde is a widely used molluscicide in countries where damage to crops from slugs and snails is a major problem associated with warm and wet winters. In the UK it is estimated that over 8% of the area covered by arable crops is treated with formulated granular bait pellets containing metaldehyde as the main active ingredient. Metaldehyde is hydrophilic (log Kow = 0.12), water soluble (200 mg.L-1 at 17 degrees C) and has been detected in UK surface waters in the concentration range of typically 0.2-0.6 mu g.L-1 (maximum 2.7 mu g.L-1) during 2008-2011. In the absence of chronic data on potential hazards to non-target freshwater molluscs, a laboratory study was conducted to investigate the impact of metaldehyde on embryo development in the gastropod Lymnaea stagnalis (RENILYS strain) and using zinc as a positive control. L. stagnalis embryos were exposed to metaldehyde under semi-static conditions at 20 +/- 1 degrees C and hatching success and growth (measured as shell height and intraocular distance) examined after 21 d. Exposure concentrations were verified using HPLC and gave 21 d (NOEC)-N-hatching and (LOEC)-L-hatching mean measured values of 36 and 116 mg MET.L-1, respectively (equal to the 21 d (shell) (NOEC)-N-height and (LOEC)-L-shell height values). For basic research purposes, a second group of L. stagnalis embryos was co-exposed to metaldehyde and the pesticide synergist piperonyl butoxide (PBO). Co-exposure to the PBO (measured concentrations between 0.47-0.56 mg.L-1) reduced hatching success from 100% to 47% and resulted in a 30% reduction in embryo growth (shell height) in snail embryos co-exposed to metaldehyde at 34-36 mg. L-1 over 21 d. In conclusion, these data suggest mollusc embryos may have some metabolic detoxication capacity for metaldehyde and further work is warranted to explore this aspect in order to support the recent initiative to include molluscs in the OECD test guideline programme. (C) 2015 Elsevier B.V. All rights reserved.",2016,543,37,43,http://dx.doi.org/10.1016/j.scitotenv.2015.11.040
2082,Cecylia,not vetted,"Spaunhorst, DJ; Johnson, WG","Variable Tolerance among Palmer Amaranth (&ITAmaranthus palmeri&IT) Biotypes to Glyphosate, 2,4-D Amine, and Premix Formulation of Glyphosate plus 2,4-D Choline (Enlist Duo (R)) Herbicide",WEED SCIENCE,"Adoption of soybean that is resistant to 2,4-D will result in more use of glyphosate plus 2,4-D premixes and tank mixtures. Preliminary whole-plant greenhouse assays confirm most Palmer amaranth populations found in Indiana are glyphosate-resistant (GR), and some biotypes exhibit tolerance to 2,4-D amine. Dose-response experiments were conducted to determine the level of glyphosate resistance and 2,4-D amine tolerance in four Palmer amaranth biotypes. A premix formulation of glyphosate plus 2,4-D choline was also evaluated. The R1, R2, and R3 biotypes were 31- to 66-fold more resistant to glyphosate (R:S ratio) than the S1 biotype based on the herbicide dose to cause 90% mortality (LD90). The maximum POST rate of the premix formulation of Enlist Duo (R) labeled in 'Enlist (R) soybean is 2,195 g ae ha(-1). When separated by active ingredient, the maximum POST rate of Enlist Duo (R) is equivalent to 1,141 and 1,054 g ae ha(-1) of glyphosate and 2,4-D choline, respectively. In the absence ofyphosate, the maximum rate of 2,4-D (1,054 g ae ha(-1) ) in the premix formulation of Enlist Duo (R) controlled S1, R2, and R3 biotypes, but failed to control all plants from the R1 biotype. Estimates for LD90 showed the R1 biotype was 3-fold more tolerant than the S1 biotype to 2,4-D amine. However, no plants survived the 1,155 g ae ha(-1) (600 g ae ha(-1) of glyphosate plus 555 g ae ha(-1) 2,4-D) treatment with the premix formulation of glyphosate plus 2,4-D choline. Overall, results from this experiment suggest GR Palmer amaranth that also exhibits increased tolerance to 2,4-D amine will be difficult to control with glyphosate or 2,4-D alone, but can be controlled POST with Enlist Duo (R) at lower than labeled field rates (1,618 to 2,195 g ae ha(-1)).",2017,65,787,797,http://dx.doi.org/10.1017/wsc.2017.50
2083,Cecylia,not vetted,"Gattas, F; Vinocur, A; Graziano, M; Afonso, MD; Pizarro, H; Cataldo, D",Differential impact of Limnoperna fortunei-herbicide interaction between Roundup Max (R) and glyphosate on freshwater microscopic communities,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"Multiple anthropogenic stressors act simultaneously on the environment, with consequences different from those caused by single-stressor exposure. We investigated how the combination of the invasive mussel Limnoperna fortunei and a widely applied herbicide, Roundup Max (R), affected freshwater microscopic communities and water quality. Further, we compared these results with those induced by the combination of the mussel and technical-grade glyphosate. We carried out a 34-day experiment in outdoor mesocosms, applying the following six treatments: 6 mg L-1 of technical-grade glyphosate (G), the equivalent concentration of glyphosate in Roundup Max (R) (R), 100 mussels (M), the combination of mussels and herbicide either in the technical-grade or formulated form (MG and MR, respectively), and control (C). Herbicides significantly increased total phosphorus in water; R and MR showed greater initial total nitrogen and ammonium. R increased picoplankton abundance and caused an eightfold increase in phytoplankton, with high turbidity values; G had a lower effect on these variables. Herbicide-mussel combination induced an accelerated dissipation of glyphosate in water (MG 6.36 +/- 0.83 mg G g DW-1 day(-1) and MR 5.16 +/- 1.26 mg G g DW-1 day(-1)). A synergistic effect on ammonium was observed in MR but not in MG. MR and MG had an antagonistic effect on phytoplankton, which showed a drastic reduction due to grazing, as revealed by M. We provide evidence of differential effects of Roundup Max (R) and technical-grade glyphosate over water quality and microscopic communities, and in combination with mussels. However, in the combination of mussels and herbicides, mussels seem to play a leading role. In the presence of L. fortunei, the effects of higher nutrient availability provided by herbicides addition were counteracted by the filtration activity of mussels, which released nutrients, grazed on picoplankton and phytoplankton, and boosted the development of other primary producers, periphyton and metaphyton.",2016,23,18869,18882,http://dx.doi.org/10.1007/s11356-016-7005-6
2084,Cecylia,not vetted,"Qureshi, JA; Kostyk, BC; Stansly, PA",Single and Multiple Modes of Action Insecticides for Control of Asian Citrus Psyllid and Citrus Leafminer,"PROCEEDINGS OF THE FLORIDA STATE HORTICULTURAL SOCIETY, VOL 130, 2017","Control of Asian citrus psyllid Diaphorina citri Kuwayama and citrus leafminer Phyllocnistis citrella Stainton is important to reduce the spread and severity of huanglongbing (HLB) (citrus greening) and citrus canker diseases, respectively. Insecticides are critical for the management of these pests. We therefore conducted two replicated experiments using spray treatments containing single or multiple modes of action (MoA) insecticides to reduce the incidence of these two pests in bearing citrus. Tank mixing in 47 L.ha(-1) (5 gal/acre) of waterwith synthetic plant terpenes (Requiem 25 EC, Unknown MoA) or adjuvant petroleum oil (PureSpray Green, Unknown MoA) did not improve the effectiveness of the pyrethroid zeta-cypermethrin (Mustang Max 0.15 EC, MoA 3A) against D. citri. Its control with flupyradifurone (Sivanto 200 SL MoA 4D) and PureSpray Green in 935 L.ha(-1) (100 gal/acre) water was similar to Mustang Max 0.15 EC and Requiem 25EC, but mixtures did not provide better control than Mustang Max 0.15 EC alone. Phyllocnistis citrella was controlled only with Sivanto 200 SL and PureSpray Green and Requiem 25 EC alone. The addition of cyantraniliprole (group 28 MoA in A16971 premixed with thiamethoxam MoA 4A), pymetrozine (Fulfill 50 WDG, MoA 9B), or abamectin (Agri-Mek SC, MoA 6) did not improve and in many cases reduced the performance of thiamethoxam (Actara 25WG, MoA 4A) against D. citri and P. citrella. These results demonstrated no advantage to single applications of multiple MoAs over the most effective active ingredients when applied alone for control of D. citri or P. citrella. Therefore, rotations of these active ingredients would be preferable to mixtures to avoid selection for resistance against multiple MoAs by any one application.",2017,130,87,90,NA
2085,Cecylia,not vetted,"Stark, JD; Qiao, M; Banks, JE","Toxicity of Chlorantraniliprole and it's Formulated Product, Altacor (R), to Individuals and Populations of Ceriodaphnia Dubia Richard",BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"The toxicity of the insecticide chlorantraniliprole and its formulated product Altacor(R) was determined for the Cladoceran, Ceriodaphnia dubia Richard. Acute toxicity (48 h) and 21 d population studies were conducted. The hypothesis of this study was that these two compounds would have different toxicities. We conducted acute and chronic toxicity studies for each compound and compared the results to test this hypothesis. 48 h LC50s (95% CL) for chlorantraniliprole and Altacor(R) were 8.5 (6.6-11.5) and 6.0 (3.7-9.0) mu g chlorantraniliprole/L water, respectively. Therefore, chlorantraniliprole and Altacor(R) were equitoxic to C. dubia at LC50 based on overlap of the 95% CL. In the population study, chlorantraniliprole and Altacor(R) concentrations equivalent to the acute LC5, 10, 25, and 50 for each product were evaluated on populations of C. dubia. Number of individuals after 21 d was the endpoint evaluated. T-tests conducted at each LC value indicated that there was no significant difference in population size between these two products at each LC value evaluated. Previous studies show that toxicity can vary greatly between formulated and technical grade pesticides. However, our results show that chlorantraniliprole and its formulated product, Altacor(R) were equally toxic to C. dubia. Therefore, making assumptions about the toxicity of formulated and unformulated products is ill advised.",2022,109,996,1000,http://dx.doi.org/10.1007/s00128-022-03614-3
2086,Cecylia,not vetted,"Kutuzova, IA; Kokaeva, LY; Pobendinskaya, MA; Krutyakov, YA; Skolotneva, ES; Chudinova, EM; Elansky, SN",RESISTANCE OF HELMINTHOSPORIUM SOLANI STRAINS TO SELECTED FUNGICIDES APPLIED FOR TUBER TREATMENT,JOURNAL OF PLANT PATHOLOGY,"Helminthosporium solani strains were isolated from potato tubers collected in Russia or taken from imported German and Dutch seed tubers. Sequences of the nuclear ribosomal genes and internal transcribed spacers (ITS) for all 24 tested strains were identical and had 100% similarity to the sequences from GenBank identified as Helminthosporium solani. The obtained molecular data confirmed the morphological identification based on the width and length of conidia, the shape of conidiophores and the colony morphology. Screening for resistance to the fungicides Score 250 SC (active ingredient difenoconazole 250 g/l), Quadris (azoxystrobin 250 g/l), Tecto 500 SC (thiabendazole 500g/l), Zeroxxe [colloidal silver particles (3 g/l) stabilized with amphoteric surfactant] was done. Agar blocks with pure cultures of the fungal strains were placed in the centre of Petri dishes containing malt agar amended with fungicide concentrations of 0.1, 1, 10, 100 and 1000 mg/l (accounted for the concentration of the active ingredient). Malt agar free of fungicide was used as the control. Growth inhibition of 50% (EC50) compared to the control was detected based on the dose-response curves. Difenoconazole (EC50 < 0.12mg/l) and colloidal silver (EC50 < 76 mg/l) were the most effective fungicides. No strains resistant to the aforementioned fungicides were found. In most cases, azoxystrobin was effective against H. solani (EC50 < 7 mg/l), but there were several strains with high resistance to this fungicide (EC50 > 100 mg/l). Thiabendazole appears to be effective against the sensitive strains of H. solani (EC50 < 7.3 mg/l); however, six studied strains from Russia and the Netherlands were found to be extremely resistant to it (EC50 > 1000 mg/l). The sequence of their beta-tubulin gene contained a SNP mutation in the 198 codon or 200 codon, translating to Gln (CAG) instead of Glu (GAG) or Tyr (TAC) instead of Phe (TTC), respectively. Thus, the resistance to thiabendazole of the Russian, European and American strains had the same genetic background and was conferred by the same mutations.",2017,99,635,642,NA
2087,Cecylia,not vetted,"Wang, PY; Gravel, V; Bueno, V; Galhardi, JA; Ghoshal, S; Wilkinson, KJ; Bayen, S","Thermal Degradation of Conventional and Nanoencapsulated Azoxystrobin due to Processing in Water, Spiked Strawberry, and Incurred Strawberry Models",ACS AGRICULTURAL SCIENCE & TECHNOLOGY,"Nanoencapsulated formulations of pesticides have been recently developed, and some products are now marketed for specific applications in agriculture. Pesticide residues present in raw agricultural products can degrade or react during food processing steps. To date, the fate of nanopesticides during food processing has not been well described. In this study, the thermal degradation of azoxystrobin (AZOX) in conventional and nanoencapsulated (Allosperse and nSiO(2)) formulations was first assessed in water, spiked strawberry, and incurred strawberry models. The thermal degradation followed first-order kinetics when heated at 100 degrees C in the water model. The thermal degradation of AZOX in nanoformulations in strawberry models (189.0 AZOX decrease) was comparable to or lower than in the conventional formulation (21%), possibly due to the nanocarriers protecting the active ingredient from hydrolytic degradation. Out of 32 thermal degradation products (TDPs), only two were detected in both the spiked water and strawberry models, indicating differences in the thermal degradation reactions for AZOX in these two models. Identical TDPs were detected for both conventional and nanoformulations for each specific model, except for the absence of one (TDP22) in the nSiO(2) formulations. The nanoencapsulation of AZOX did not result in new TDPs in any of the matrices. Only six of the TDPs detected in water, four in spiked strawberries, and two in incurred strawberries have been previously reported in environmental studies on the metabolism of AZOX. Based on the observed TDPs, AZOX thermal degradation pathways include ether cleavage, hydrolysis, demethylation, and decarboxylation. Overall, although nanocarriers have no impact on the degradation product types, nanocarriers had a slight but significant impact on the degradation rate of pesticide active ingredients.",2022,2,960,968,http://dx.doi.org/10.1021/acsagscitech.2c00119
2088,Cecylia,not vetted,"Greer, SF; Hackenberg, D; Gegas, V; Mitrousia, G; Edwards, D; Batley, J; Teakle, GR; Barker, GC; Walsh, JA",Quantitative Trait Locus Mapping of Resistance to Turnip Yellows Virus in Brassica rapa and Brassica oleracea and Introgression of These Resistances by Resynthesis Into Allotetraploid Plants for Deployment in Brassica napus,FRONTIERS IN PLANT SCIENCE,"Turnip yellows virus (TuYV) is aphid-transmitted and causes considerable yield losses in oilseed rape (OSR, Brassica napus, genome: AACC) and vegetable brassicas. Insecticide control of the aphid vector is limited due to insecticide resistance and the banning of the most effective active ingredients in the EU. There is only one source of TuYV resistance in current commercial OSR varieties, which has been mapped to a single dominant quantitative trait locus (QTL) on chromosome A04. We report the identification, characterisation, and mapping of TuYV resistance in the diploid progenitor species of OSR, Brassica rapa (genome: AA), and Brassica oleracea (genome: CC). Phenotyping of F-1 populations, produced from within-species crosses between resistant and susceptible individuals, revealed the resistances were quantitative and partially dominant. QTL mapping of segregating backcross populations showed that the B. rapa resistance was controlled by at least two additive QTLs, one on chromosome A02 and the other on chromosome A06. Together, they explained 40.3% of the phenotypic variation. In B. oleracea, a single QTL on chromosome C05 explained 22.1% of the phenotypic variation. The TuYV resistance QTLs detected in this study are different from those in the extant commercial resistant varieties. To exploit these resistances, an allotetraploid (genome: AACC) plant line was resynthesised from the interspecific cross between the TuYV-resistant B. rapa and B. oleracea lines. Flow cytometry confirmed that plantlets regenerated from the interspecific cross had both A and C genomes and were mixoploid. To stabilise ploidy, a fertile plantlet was self-pollinated to produce seed that had the desired resynthesised, allotetraploid genome AACC. Phenotyping of the resynthesised plants confirmed their resistance to TuYV. Genotyping with resistance-linked markers identified during the mapping in the progenitors confirmed the presence of all TuYV resistance QTLs from B. rapa and B. oleracea. This is the first report of TuYV resistance mapped in the Brassica C genome and of an allotetraploid AACC line possessing dual resistance to TuYV originating from both of its progenitors. The introgression into OSR can now be accelerated, utilising marker-assisted selection, and this may reduce selection pressure for TuYV isolates that are able to overcome existing sources of resistance to TuYV.",2021,12,NA,NA,http://dx.doi.org/10.3389/fpls.2021.781385
2089,Cecylia,not vetted,"Rochlin, I; White, G; Reissen, N; Swanson, D; Cohnstaedt, L; Chura, M; Healy, K; Faraji, A",Laboratory evaluation of sugar alcohols for control of mosquitoes and other medically important flies,SCIENTIFIC REPORTS,"Insecticide application for vector control is the most controversial component of a public health program due to concerns about environmental and human health safety. One approach to overcome this challenge is the use of environmentally benign active ingredients. Among the most promising emerging strategies are attractive toxic sugar baits. Sugar alcohols-naturally occurring molecules safe for human consumption but potentially toxic to insects when ingested, have received increased attention for use with this approach. For this study, we screened the toxicity of four different sugar alcohols on several mosquito species, a biting midge, and a filth fly. Sugar alcohol mortalities exceeded those in the sucrose (positive control) only group. However, only erythritol and highly concentrated xylitol induced mortalities exceeding those in the water only (negative control) treatment ranging from approximately 40-75%. Formulations containing erythritol and xylitol should be further investigated under field conditions for efficacy in reducing populations of biting flies and for assessing potential non-target impacts.",2022,12,NA,NA,http://dx.doi.org/10.1038/s41598-022-15825-z
2090,Cecylia,not vetted,"Walker, EK; Brock, GN; Arvidson, RS; Johnson, RM",Acute Toxicity of Fungicide-Insecticide-Adjuvant Combinations Applied to Almonds During Bloom on Adult Honey Bees,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Beekeepers report significant honey bee deaths during and after almond bloom. These losses pose a major problem for the California almond industry because of its dependence on honey bees as pollinators. The present study aimed to determine if combinations of pesticides applied during almond bloom during daylight hours were a possible explanation for these losses. In this study we aimed to mimic the spray application route of exposure to pesticides using a Potter Spray Tower to treat adult honey bees with commonly encountered pesticides and pesticide combinations at multiples of the maximum recommended field application rates. Tested insecticides included Altacor (R) and Intrepid (R), and tested fungicides included Tilt (R), Pristine (R), Luna Sensation (R), and Vangard (R). Synergistic toxicity was observed when the fungicide Tilt (active ingredient propiconazole) was applied with the insecticide Altacor (chlorantraniliprole), though neither caused significant mortality when applied independently. The study also looked at the effect of adding a spray adjuvant, Dyne-Amic (R), to pesticide mixtures. Dyne-Amic was toxic to honey bees at concentrations above the maximum recommended field application rate, and toxicity was increased when combined with the fungicide Pristine (pyraclostrobin and boscalid). Addition of Dyne-Amic also increased toxicity of the Tilt and Altacor combination. These results suggest that application of Altacor and Tilt in combination with an adjuvant at the recommended field application rates could cause mortality in adult honey bees. These findings highlight a potential explanation for honey bee losses around almond bloom, emphasize that the safety of spray adjuvants to bees should not be assumed, and provide support for recommendations to protect bees from pesticides through application at night when bees are not foraging. Environ Toxicol Chem 2022;00:1-12. (c) 2022 The Authors. Environmental Toxicology and Chemistry published by Wiley Periodicals LLC on behalf of SETAC.",2022,41,1042,1053,http://dx.doi.org/10.1002/etc.5297
2091,Cecylia,not vetted,"Dryburgh, LM; Bolan, NS; Grof, CPL; Galettis, P; Schneider, J; Lucas, CJ; Martin, JH","Cannabis contaminants: sources, distribution, human toxicity and pharmacologic effects",BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,"There has been a resurgence in interest and use of the cannabis plant for medical purposes. However, an in-depth understanding of plant contaminants and toxin effects on stability of plant compounds and human bioavailability is needed. This systematic review aims to assess current understanding of the contaminants of cannabis and their effect on human health, leading to the identification of knowledge gaps for future investigation. A systematic search of seven indexed biological and biomedical databases and the Cochrane library was undertaken from inception up to December 2017. A qualitative synthesis of filtered results was undertaken after independent assessment for eligibility by two reviewers. The common cannabis contaminants include microbes, heavy metals and pesticides. Their direct human toxicity is poorly quantified but include infection, carcinogenicity, reproductive and developmental impacts. Cannabis dosing formulations and administration routes affect the transformation and bioavailability of contaminants. There may be important pharmacokinetic interactions between the alkaloid active ingredients of cannabis (i.e. phytocannabinoids) and contaminants but these are not yet identified nor quantified. There is significant paucity in the literature describing the prevalence and human impact of cannabis contaminants. Advances in the availability of cannabis globally warrant further research in this area, particularly when being used for patients.",2018,84,2468,2476,http://dx.doi.org/10.1111/bcp.13695
2092,Cecylia,not vetted,"Bote, K; Poppe, J; Merle, R; Makarova, O; Roesler, U",Minimum Inhibitory Concentration of Glyphosate and of a Glyphosate-Containing Herbicide Formulation for Escherichia coli Isolates-Differences Between Pathogenic and Non-pathogenic Isolates and Between Host Species,FRONTIERS IN MICROBIOLOGY,"Glyphosate is the most extensively used herbicide in the world. However, concerns regarding its safety, side effects, and impact on other organisms have increased in recent years. This is the first study to analyze a large set of recent and historical Escherichia coli isolates varying in pathogenicity and beta-lactam resistance from different host species for their susceptibility to glyphosate isopropylamine salt (IPA), the active ingredient of the herbicide, and to a complete glyphosate-containing formulation (Roundup LB Plus). For this, minimum inhibitory concentrations (MIC) were determined for 238 E. coli isolates by broth microdilution in Mueller Hinton I media followed by the statistical analyses using Mann-Whitney-U test, multivariable analysis of variance (ANOVA) and a multivariable proportional-odds ordinal regression model. While the overall MIC distribution was narrow and lacked a highly resistant sub-population for both substances, statistical analyses revealed small but significant associations between glyphosate resistance levels and different factors tested. Mean MIC values for the entire dataset showed a higher level of resistance to the complete glyphosate-containing formulation (40 mg/ml IPA) than to pure glyphosate (10 mg/ml IPA) in E. coli. Isolates that originated from poultry had significantly higher MIC values for both pure glyphosate and the complete formulation. Pathogenic and non-extended-spectrum beta-lactamase (non-ESBL) E coil isolates each showed significantly higher MIC values compared to commensals and ESBL-producing E. coil in pure glyphosate, but not in the complete formulation. Recently sampled isolates showed statistically higher MICs than the isolates of the historic standard E. coil collection of reference in pure glyphosate, when tested by nonparametric Mann-Whitney-U test, but not in the multivariable model. Further investigations are necessary to confirm whether these associations have a casual relationship with the glyphosate use or are the consequence of co-selection due to the increased application rates of antibiotics, heavy metals or other biocides. A possible accumulation of pathogenic bacteria in livestock animals fed with glyphosate-containing feed should also be considered.",2019,10,NA,NA,http://dx.doi.org/10.3389/fmicb.2019.00932
2093,Cecylia,not vetted,"Mill, K; Kennedy, CJ",Lethal and sublethal effects of the anti-sea lice formulation Salmosan (R) on the Pacific spot prawn (Pandalus platyceros),JOURNAL OF THE WORLD AQUACULTURE SOCIETY,"The effects of the aquaculture chemotherapeutant Salmosan (R) (active ingredient [a.i.]: azamethiphos) were examined in Pacific spot prawns (Pandalus platyceros) at three temperatures (5, 11, and 17 degrees C). Post-molt prawns were more sensitive to Salmosan (R) than intermolt prawns; repeated (3x) 1-hr LC50 values for post-molt prawns ranged from 17 (9.3-31 95% confident intervals) to 40 (25-63) mu g/L a.i. while intermolt prawns survived 3 x 1-hr exposures up to 100 mu g/L a.i. Using LC50 values, Salmosan (R) was approximately 2.4 times more toxic at 17 versus 5 degrees C. Temperature significantly altered chemosensory and locomotory behaviors in intermolt prawns with the highest activity at the intermediate temperature. Significant decreases in antennule flicking (84 and 104% over controls) were seen at 17 degrees C after 3 x 1-hr pulse exposures to 50 and 100 mu g/L a.i., respectively. Temperature, but not Salmosan (R), affected molting success: at 17 degrees C significantly lower survival was seen during ecdysis (60% of those at 5 degrees C) and at 5 degrees C, molt time was longer (41 +/- 3 days) compared to 11 degrees C (34 +/- 4 days) or 17 degrees C (21 +/- 4 days). Life stage (molt status) and environmental parameters (temperature) alter the effects of Salmosan (R) to non-target spot prawns.",2021,52,1243,1258,http://dx.doi.org/10.1111/jwas.12834
2094,Cecylia,not vetted,"Liber, K; Solomon, KR; Carey, JH","Persistence and fate of 2,3,4,6-tetrachlorophenol and pentachlorophenol in limnocorrals",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Three separate limnocorral experiments were conducted to assess the fate and effects of a commercial 2,3,4,6-tetrachlorophenol (TeCP) formulation (DIATOX(R); 19.4% TeCP 4.8% pentachlorophenol [PCP], 75.8% ''inert'' buffers) in an aquatic ecosystem. Nominal treatment concentrations for experiments 1 and 2 were 0.075 and 0.75 mg active ingredient (a.i.)/L and 0.75 and 1.50 mg a.i./L DIATOX(R), respectively, with three replicates of each treatment. Pesticide was applied in the morning for experiment 1 and in the evening for experiment 2. For Experiment 3, unreplicated concentrations of 0.1, 0.25, 0.5, 1.0, 2.0, 4.0, and 7.3 mg a.i./L DIATOX(R) were chosen; pesticide was applied in the evening. In all three experiments, the pesticide was applied as a single, uniform surface treatment. Both TeCP and PCP dissipated rapidly from the water of treated limnocorrals. Times to 50% dissipation for TeCP and PCP in the integrated water column were generally similar within experiments but ranged from 0.4 to 1.1 d following the morning application of experiment 1 to 3.4 to 7.3 d following the evening applications of experiments 2 and 3. The faster initial dissipation of TeCP and PCP from the water following the morning application implicated photolysis as the primary degradation mechanism, as did the faster dissipation of chlorophenols from the surface layer than from other water depths during experiment 2. Aqueous dissipation rates for both compounds from the integrated water column were similar in all three experiments after the initial mixing period (1-4 d); the three-experiment average first-order rate coefficient for either compound after day 4 was 0.09/d. From a mass balance perspective, the majority of the chlorophenols remained in the water column. Neither compound accumulated in the sediments to any significant extent (<0.1% of applied mass), but sediment-associated residues did dissipate at a considerably slower rate than residues in the water column. From 97 to >99% of the applied chlorophenols had dissipated from the water of treated enclosures by the end of the various experiments (42-63 d).",1997,16,293,305,http://dx.doi.org/10.1002/etc.5620160227
2095,Cecylia,not vetted,"Valencia-Quintana, R; Gomez-Arroyo, S; Sanchez-Alarcon, J; Milic, M; Olivares, JLG; Waliszewski, SM; Cortes-Eslava, J; Villalobos-Pietrini, R; Calderon-Segura, ME",Genotoxic effects of the carbamate insecticide Pirimor-50 (R) in Vicia faba root tip meristems and human lymphocyte culture after direct application and treatment with its metabolic extracts,ARHIV ZA HIGIJENU RADA I TOKSIKOLOGIJU-ARCHIVES OF INDUSTRIAL HYGIENE AND TOXICOLOGY,"The aim of the study was to evaluate genotoxic effects of Pirimor-50 (R), a pirimicarb-based formulation (50 % active ingredient), in human lymphocyte cultures and Vicia faba root meristems. Furthermore, the objective was to examine a combined influence of insecticide treatment with mammalian microsomal S9 and vegetal S10 metabolic fractions or S10 mix metabolic transformation extracts (after Vicia faba primary roots treatment with Pirimor-50 (R)). We used sister chromatid exchange assay-SCE and measured cell cycle progression and proliferation (proportion of M-1-M-3 metaphases and replication index ratio-RI). Two processes were used for plant promutagen activation: in vivo activation-Pirimor-50 (R) was applied for 4 h to the plant and then S10 mix was added to lymphocytes; and, in vitro activation-lymphocytes were treated with Pirimor-50 (R) and S10 or S9 for 2 h. Direct treatment induced significantly higher SCE frequencies in meristems at 0.01 mg mL(-1). In lymphocytes, significantly higher SCE was at 1 mg mL(-1) with decrease in RI and M-1-M-3 metaphase proportions at 0.5 mg mL(-1) and cell division stop at 2.5 mg mL(1). S10 mix lymphocyte treatment showed significantly elevated SCE values at 2-2.5 mg mL(-1), with cell death at 3 mg mL(-1). Lymphocyte treatment with Pirimor-50 (R) together with S9 or S10 showed slightly elevated SCE frequency but had a significant influence on RI decrease, with lowest values in S9 treatment. Since no data are available on the genotoxicity of Pirimor-50 (R), this study is one of the first to evaluate and compare its direct effect in two bioassays, animal and vegetal, and also the effect of plant and animal metabolism on its genotoxic potential.",2016,67,266,276,http://dx.doi.org/10.1515/aiht-2016-67-2809
