STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI,MORTALITY_SURVIVAL_ORGANISM_VIABILITY,LD50_WITH_CI_AVAILABLE,DATA_REQUEST_REQUIRED,OTHER_ENDPOINTS_STUDIED,COMMENTS
wos1537,Guy,YES,"Eddleston, M; Street, JM; Self, I; Thompson, A; King, T; Williams, N; Naredo, G; Dissanayake, K; Yu, LM; Worek, F; John, H; Smith, S; Thiermann, H; Harris, JB; Clutton, RE",a role for solvents in the toxicity of agricultural organophosphorus pesticides,TOXICOLOGY,"Organophosphorus (OP) insecticide self-poisoning is responsible for about one-quarter of global suicides. Treatment focuses on the fact that OP compounds inhibit acetylcholinesterase (AChE): however, AChE-reactivating drugs do not benefit poisoned humans. We therefore studied the role of solvent coformulants in OP toxicity in a novel minipig model of agricultural OP poisoning. Gottingen minipigs were orally poisoned with clinically relevant doses of agricultural emulsifiable concentrate (EC) dimethoate, dimethoate active ingredient (AI) alone, or solvents. Cardiorespiratory physiology and neuromuscular (NMJ) function, blood AChE activity, and arterial lactate concentration were monitored for 12 h to assess poisoning severity. Poisoning with agricultural dimethoate EC40, but not saline, caused respiratory arrest within 30 min, severe distributive shock and NMJ dysfunction, that was similar to human poisoning. Mean arterial lactate rose to 15.6 [SD 2.8] mm in poisoned pigs compared to 1,4[0.4] in controls. Moderate toxicity resulted from poisoning with dimethoate AI alone, or the major solvent cyclohexanone. Combining dimethoate with cyclohexanone reproduced severe poisoning characteristic of agricultural dimethoate EC poisoning. A formulation without cyclohexanone showed less mammalian toxicity. These results indicate that solvents play a crucial role in dimethoate toxicity. Regulatory assessment of pesticide toxicity should include solvents as well as the AIs which currently dominate the assessment. Reformulation of OP insecticides to ensure that the agricultural product has lower mammalian toxicity could result in fewer deaths after suicidal ingestion and rapidly reduce global suicide rates. (C) 2012 Elsevier Ireland Ltd. All rights reserved.",2012,294,94,103,http://dx.doi.org/10.1016/j.tox.2012.02.005,NO,NO,NO,CARDIORESPIRATORY/ENZYME ACTIVITY,n/a
nagyrefs42,Guy,NO,"LECHNER, DMW; ABDELRAHMAN, MS",a teratology study of carbaryl and malathion mixtures in rat,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH,"Recently, much controversy has developed in relation to the use of pesticides alone and in mixtures. Mixtures are used as a more efficient method of pest control. Carbaryl and malathion are one of many combinations used today. A limited amount of work has been done with these two pesticides in relation to their teratogenic potential. This study examined the teratological parameters of carbaryl and malathion in combination compared to the effect of the individual insecticides. Formulation grade carbaryl (0, 1, 10, and 100 mg/kg), formulation grade malathion (1 and 50 mg/kg), and a formulation grade mixture of carbaryl/malathion (1/1 and 50/50 mg/kg) were administered daily by gavage for 3 mo prior to and throughout gestation. Dams were sacrificed on d 20 of gestation, and the fetuses were examined for external, skeletal, and visceral malformations. Significant decreases in dam weight gain during pregnancy and a slight decrease in the number of implantations and number of live fetuses per dam were observed with the 100-mg/kg carbaryl group and were further reduced in both combination doses. The combination dose groups showed a significant reduction in placenta weight. No increases were seen in skeletal or visceral anomalies for the individual treatment groups; however, an increase in external hemorrhagic spots was observed with malathion at 50 mg/kg and the high-dosage mixture group.",1984,14,267,278,http://dx.doi.org/10.1080/15287398409530579,NO,NO,NO,FITNESS/DEVELOPMENT,n/a
wos204,Guy,YES,"TONDEUR, R; MERLIN, J; SCHIFFERS, B; VERSTRAETEN, C; SQUERENS, N",ability of amitraz to maintain the predator exochomus quadripustulatus l (col coccinellidae) in an integrated management of epulvinaria hydrangeae (steinw) (hom coccidae),JOURNAL OF APPLIED ENTOMOLOGY-ZEITSCHRIFT FUR ANGEWANDTE ENTOMOLOGIE,"To investigate the possibility of using amitraz in an integrated control programme of Eupulvinaria hydrangeae, the selectivity of the insecticide to Exochomus quadripustulatus was studied in the laboratory and the effects of amitraz spraying on the predator populations were evaluated under natural conditions. Laboratory experiments included three complementary methods. The first involved topical application of the active ingredient (amitraz). The second method investigated the effects of the commercial formulation MITAC(R), emulsifiable concentrate (EC) at 190 g/l amitraz, on ladybeetles dipped in the insecticide mixture. The third method tested the effects of the same commercial product when ladybeetles were fed with scale insects insecticide treated under field conditions. Amitraz or its MITAC(R) formulation applied in concentrations of up to 0.1 % equivalent active ingredient did not affect mortality or fecundity of E. quadripustulatus. However, when treatment was particularly severe as when adults were dipped in a MITAC(R) solution, a reversible tetanization was observed. Assuming that toxicity will also be low under field conditions, a preliminary field experiment was designed to investigate how E. quadripustulatus reacts to a partial MITAC(R) treatment of the vegetation. It was found that spraying induced a decrease in the number of E. quadripustulatus although there was no way of distinguishing between mortality and dispersal. Anyway the decrease of the predator is at worst in the same order of magnitude as for its prey: E. hydrangeae. The results of these laboratory and field experiments indicate that MITAC(R) could be an useful component in an integrated pest management scheme of E. hydrangeae.",1993,115,14,24,http://dx.doi.org/10.1111/j.1439-0418.1993.tb00359.x,n/a,n/a,n/a,n/a,was not making comparison of interest.
wos248,Guy,YES,"Pereira, JL; Mendes, CD; Goncalves, F",acute and chronic effects of a mixture of formulated pesticides and its corresponding active ingredients in daphnia magna,FRESENIUS ENVIRONMENTAL BULLETIN,"Agricultural practices worldwide include the use of pesticides either as single-chemical or multiple-chemical applications aiming higher efficiency in controlling grass weeds and animal pests. Pesticides may easily reach and contaminate surface waterbodies mainly through drainage 7 and spray drift, and hence are currently viewed as a major contamination issue. Following recent discussion on the ability of adjuvant chemicals added to marketed formulations to contribute for pesticide toxicity, this study focuses the acute and chronic toxicity of the insecticide Lannate (R) and the herbicide Stam Novel Flo (R), as well as that of their active ingredients Methomyl and Propanil, to the freshwater cladoceran Daphnia magna. Furthermore, acute and chronic toxicity of mixtures is addressed, through the evaluation of D. magna responses to joint exposures comprising both active ingredients and both commercial formulations. Regarding acute exposures, the mixture comprising commercial solutions was shown to have a more than additive action, while the opposite (less than additive action) was found when testing the joint action of the active ingredients. Chronic exposures can provide additional information on chemicals' toxicity in reproductive endpoints, which is of particular relevance when considering that pesticides are often repeatedly applied within a single agricultural season. Life-history endpoints assessed under mixture exposures indeed indicated higher Iona-term. 17 C, than short-term toxicity, and showed a distinct pattern of joint action when compared to acute toxicity assessments. These results suggest that long-term exposures can provide relevant complementary information on mixtures' toxicity that should be taken into account within pesticide risk assessment procedures.",2009,18,1281,1288,NA,n/a,n/a,n/a,n/a,paper not accessible
wos326,Guy,YES,"Vidal, T; Abrantes, N; Goncalves, AMM; Goncalves, F",acute and chronic toxicity of betanal (r) expert and its active ingredients on nontarget aquatic organisms from different trophic levels,ENVIRONMENTAL TOXICOLOGY,"As a way to improve the efficacy to target organisms, new pesticide generation is based on technologically advanced coformulations of two or more active ingredients. One example is Betanal (R) Expert, a postemergence herbicide composed of an Advanced Micro Droplet coformulation of phenmedipham, desmedipham, and ethofumesate. Although its composed formulation brings an increase in the pesticide performance, it can also enhance its toxicity to nontarget species. Therefore, the present study intends to contribute with relevant information on ecotoxicological effects of Betanal (R) Expert and its active ingredients on a battery of bioassays using aquatic species from different trophic levels: bacteria (Vibrio fischeri), microalgae (Pseudokirchneriella subcapitata, Chlorella vulgaris, and Chlamydomonas pseudocostata), macrophyte (Lemna minor), and cladocerans (Daphnia magna and Daphnia longispina) species. Across the organisms tested and endpoints measured, different responses concerning the toxicity of the active ingredients were found: (i) phenmedipham was the most toxic to V. fischeri and L. minor; (ii) desmedipham was the most toxic to P. subcapitata, D. magna, and D. longispina; (iii) and ethofumesate was the most toxic to C. pseudocostata and C. vulgaris. Furthermore, for C. pseudocostata and daphnids, the toxicity observed for some active ingredients was higher than the toxicity of the commercial formulation. In fact, in an attempt to evaluate the contribution of each active ingredient to the overall toxicity of Betanal (R) Expert, it was observed that, in general, the toxicity values obtained for desmedipham and phenmedipham were close or even lower to the values determined for Betanal (R) Expert, indicating that the ethofumesate can act as an antagonist in the three-way coformulation. In spite of the most impaired species being the photosynthetic ones, this study also showed pernicious effects on nonphotosynthetic organisms with distinct target sites. Therefore, our results underline the importance of clarifying the mode of action and metabolic pathways of these compounds on nonphotosynthetic species. (c) 2011 Wiley Periodicals, Inc. Environ Toxicol, 2012.",2012,27,537,548,http://dx.doi.org/10.1002/tox.20671,n/a,n/a,n/a,n/a,multiple AIs in formulation
wos28,Guy,YES,"Mansano, AS; Moreira, RA; Dornfeld, HC; Diniz, LGR; Vieira, EM; Daam, MA; Rocha, O; Seleghim, MHR",acute and chronic toxicity of diuron and carbofuran to the neotropical cladoceran ceriodaphnia silvestrii,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"In order to contribute to the increase of the body of knowledge on the sensitivity of tropical indigenous species to pesticides, acute and chronic toxicity tests were conducted with the neotropical cladoceran Ceriodaphnia silvestrii. Tests were carried out with the active ingredients diuron and carbofuran and one of their commercial formulations, the Dittman Nortox (R) 500 SC and the Furadan (R) 350 SC, respectively. For carbofuran, the active ingredient was more toxic than the commercial product, whereas for diuron, the commercial product appeared more toxic. In addition, hormetic effects on fertility were recorded for intermediate diuron concentrations. Acute and chronic toxicity data indicated that C. silvestrii was among the most sensitive invertebrate species for both test compounds. Based on concentrations measured in Brazilian water bodies, these compounds represent ecological risks for causing direct and indirect toxic effects on C. silvestrii and other aquatic organisms. Our results support previous claims on the advantages of using native species to better tune ecological risk assessment of chemicals in tropical ecosystems.",2018,25,13335,13346,http://dx.doi.org/10.1007/s11356-016-8274-9,YES,YES,NO,FERTILITY,n/a
wos1286,Guy,YES,"Bringolf, RB; Cope, WG; Mosher, S; Barnhart, MC; Shea, D",acute and chronic toxicity of glyphosate compounds to glochidia and juveniles of lampsilis siliquoidea (unionidae),ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Native freshwater mussels (family Unionidae) are among the most imperiled faunal groups in the world. Factors contributing to the decline of mussel populations likely include pesticides and other aquatic contaminants: however, there is a paucity of data regarding the toxicity of even the most globally distributed pesticides, including glyphosate. to mussels. Therefore, the toxicity of several forms of glyphosate, its formulations, and a surfactant (MON 0818) used in several glyphosate formulations was determined for early life stages of Lampsilis siliquoidea, a native freshwater mussel. Acute and chronic toxicity tests were performed with a newly established American Society of Testing and Materials (ASTM) standard guide for conducting toxicity tests with freshwater mussels. Roundup's, its active ingredient, the technical-grade isopropylamine (IPA) salt of glyphosate, IPA alone, and MON 0818 (the surfactant in Roundup formulations) were each acutely toxic to L. siliquoidea glochidia. MON 0818 was most toxic of the compounds tested and the 48-h median effective concentration (0.5 mg/L) for L. siliquoidea glochidia is the lowest reported for any aquatic organism tested to date. Juvenile L. siliquoidea were also acutely sensitive to MON 0818. Roundup, glyphosate IPA salt, and IPA alone. Technical-grade glyphosate and Aqua Star((R)) were not acutely toxic to glochidia or juveniles. Ranking of relative chronic toxicity of the glyphosate-related compounds to juvenile mussels was similar to the ranking of relative acute toxicity to juveniles. Growth data from chronic tests was largely inconclusive. In summary, these results indicate that L. siliquoidea, a representative of the nearly 300 freshwater mussel taxa in North America, is among the most sensitive aquatic organisms tested to date with glyphosate-based chemicals and the surfactant MON 0818.",2007,26,2094,2100,http://dx.doi.org/10.1897/06-519R1.1,YES,YES,NO,n/a,n/a
wos927,Guy,YES,"Bringolf, RB; Cope, WG; Barnhart, MC; Mosher, S; Lazaro, PR; Shea, D",acute and chronic toxicity of pesticide formulations (atrazine chlorpyrifos and permethrin) to glochidia and juveniles of lampsilis siliquoidea,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Fresh water mussels are among the most imperiled faunal groups in North America, approximately 67% of the nearly 300 native freshwater mussel species (family Unionidae) are listed as endangered, threatened, or of special concern. Despite evidence that glochidia and juvenile life stages are highly sensitive to some chemical contaminants, the effects of pesticides on early life stages of unionid mussels are largely unknown. In the United States, pesticide registration is based on toxicity data of the active ingredient, not formulations as they are sold and applied. Some pesticide formulations, however, are more toxic than their active ingredient (technical -grade pesticide) alone because of the presence of surfactants, adjuvants, or other ingredients in the formulation. The objective of the present study was to compare the toxicity of active ingredients of several current-use pesticides (atrazine, chlorpyrifos, and permethrin) to the toxicity of pesticide formulations to glochidia and juvenile life stages of a freshwater mussel (Lampsilis siliquoidea). The atrazine formulation (Aatrex) was more toxic than technical-grade atrazine in chronic tests with juvenile L. siliquoidea. For other pesticides, acute and chronic toxicity of technical-grade pesticides were similar to the toxicity of pesticide formulations. Median effective concentrations for chlorpyrifos were 0.43 mg/L for glochidia at 48 h, 0.25 mg/L for juveniles at 96 h, and 0.06 mg/L for juveniles at 21 d. Atrazine and permethrin as well as their formulations did not cause significant acute toxicity in glochidia or juveniles at exposure concentrations approaching water-solubility limits. Additional research is needed on other pesticides with different modes of action, on the role of different routes of exposure, and with other species of unionid mussels to evaluate similarities of toxic response.",2007,26,2101,2107,http://dx.doi.org/10.1897/06-555R.1,YES,YES,NO,n/a,n/a
wos33,Guy,YES,"Majumder, R; Kaviraj, A",acute and sublethal effects of organophosphate insecticide chlorpyrifos on freshwater fish oreochromis niloticus,DRUG AND CHEMICAL TOXICOLOGY,"Chlorpyrifos is a widely used organosphosphate insecticide in India. Residue of the insecticide is frequently detected in trace to moderate concentration in food grains and in surface water of different freshwater ecosystems of the country. In this study, 96 h LC50 of the technical grade (94% a.i.) and commercial formulation (20% EC) of chlorpyrifos to freshwater fish Oreochromis niloticus were determined as 90.0 and 42.0 mu g/L based on 2 h actual concentration of chlorpyrifos in water. About 96 h exposure to sublethal concentrations (0, 12.0 and 25.0 mu g/L) of the commercial formulation (20% EC) of chlorpyrifos reduced the level of hepatic glycogen, activities of alkaline phosphatase, acetylcholinesterase, and catalase in liver and elevated the level of plasma glucose and activities of hepatic acid phosphatase, aspartate aminotransferase, and alanine aminotransferase in O. niloticus. About 28-day exposure to these sub-lethal concentrations caused anemia in fish, while 90 days exposure reduced growth of the fish and carcass concentration of crude protein and crude lipid as compared to control. It was concluded from this study that commercial formulation of chlorpyrifos (20% EC) was highly toxic to O. niloticus. Exposure to sub-lethal concentrations of the insecticide could induce oxidative stress and anemia resulting in reduced growth of the fish.",2019,42,487,495,http://dx.doi.org/10.1080/01480545.2018.1425425,YES,YES,NO,GROWTH/HEPATOTOXICITY/ENZYME ACTIVITY/OXIDATIVE STRESS,n/a
wos161,Guy,YES,"Stara, A; Pagano, M; Capillo, G; Fabrello, J; Sandova, M; Albano, M; Zuskova, E; Velisek, J; Matozzo, V; Faggio, C",acute effects of neonicotinoid insecticides on mytilus galloprovincialis: a case study with the active compound thiacloprid and the commercial formulation calypso 480 sc,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"Pesticides can enter aquatic environments potentially affecting non-target organisms. Unfortunately, the effects of such substances are still poorly understood. This study investigated the effects of the active neonicotinoid substance thiacloprid (TH) and the commercial product Calypso 480 SC (CA) (active compound 40.4% TH) on Mytilus galloprovincialis after short-term exposure to sublethal concentrations. Mussels were tested for seven days to 0, 1, 5 and 10 mg L-1 TH and 0, 10, 50 and 100 mg L-1 CA. For this purpose, several parameters, such as cell viability of haemocytes and digestive cells, biochemical haemolymph features, superoxide dismutase (SOD) and catalase (CAT) enzymatic activity of gills and digestive gland, as well as histology of such tissues were analysed. The sublethal concentrations of both substances lead to abatement or completely stopping the byssal fibres creation. Biochemical analysis of haemolymph showed significant changes (P < 0.01) in electrolytes ions (Cl-, K+, Na+, Ca2+, S-phosphor), lactate dehydrogenase (LDH) enzyme activity and glucose concentration following exposure to both substances. The TH-exposed mussels showed significant imbalance (P < 0.05) in CAT activity in digestive gland and gills. CA caused significant decrease (P < 0.05) in SOD activity in gills and in CAT activity in both tissues. Results of histological analyses showed severe damage in both digestive gland and gills in a time and concentration-dependent manner. This study provides useful information about the acute toxicity of a neonicotinoid compound and a commercial insecticide on mussels. Nevertheless, considering that neonicotinoids are still widely used and that mussels are very important species for marine environment and human consumption, further researches are needed to better comprehend the potential risk posed by such compounds to aquatic non-target species.",2020,203,NA,NA,http://dx.doi.org/10.1016/j.ecoenv.2020.110980,YES,NO,YES,CYTOTOXICITY,only one mussel died so the mortality data was glossed over. Could extract maximal concentrations for both and simulate SD. 
scopus517,Guy,YES,Sakshaug J.,acute oral toxicity to laboratory animals of fenthion (o o dimethyl o (3 methyl 4 methyl mercapto phenyl) thiophosphate) in different formulations; [die akute orale toxizität verschiedener emulsionen des stoffes fenthion (o o dimethyl o (3 methyl 4 methylmercapto phenyl) thiophosphat) gegenüber ratten und mäusen]; [den akutte orale toksisitet for rotte og mus av fenthion (oo dimethyl o (3 methyl 4 methylmercapto fenyl) thiofosfat) i forskjellige formuleringer],Acta Veterinaria Scandinavica,"The acute, oral toxicity of fenthion (O,O-dimethyl-O-(3-methyl-4-methylmercapto-phenyl)thiophosphate) in different formulations emulgated in water was studied. For male, white rats the approximate values for LD50 found varied from 340 to 560 mg per kg, technical fenthion in commercial products being more toxic than the chemically pure compound. Fenthion in the commercial preparation Lebaycid was more toxic for male, white mice (LD50 approx. 125 mg per kg) than for rats. © 1965, The Author(s).",1965,6,112,117,10.1186/BF03547071,YES,YES,NO,n/a,n/a
wos2103,Guy,YES,"Sayim, F",acute toxic effects of malathion on the 21(st) stage larvae of the marsh frog,TURKISH JOURNAL OF ZOOLOGY,"Currently, amphibian decline is accepted as a global problem. One of the most important proposed causes for the decline is the use of agrochemicals, especially pesticides. Nevertheless, information about the impact of pesticides on amphibian populations remains scarce. The present study sought to identify the effects of malathion, an organophosphorus insecticide, on 21(st) stage larvae of the marsh frog, Rana ridibunda, with an acute toxicity test using a static system. Each experimental group contained 10 healthy larvae and was exposed to different concentrations of technical and formulation grade malathion for 96 h. Concentrations of malathion that caused 50% mortality (LC(50)) at 96 h were estimated using a probit analysis program. The results showed that formulation grade malathion (LC(50) = 29 ppm) was more toxic than technical grade malathion (LC(50) = 38 ppm). Malformations, certain signs of toxicity (hyperactive symptoms, loss of balance, motionlessness, and death), and growth retardation were observed in malathion-treated larvae.",2008,32,99,106,NA,YES,YES,NO,GROWTH/DEVELOPMENT,n/a
wos946,Guy,YES,"Wagner, N; Lotters, S; Veith, M; Viertel, B",acute toxic effects of the herbicide formulation and the active ingredient used in cycloxydim tolerant maize cultivation on embryos and larvae of the african clawed frog xenopus laevis,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"Most genetically engineered herbicide-tolerant crops are still awaiting approval in Europe. There is, however, a recent trend for the cultivation of cycloxydim-tolerant maize hybrids for use in maize production. We studied the acute toxic effects of the complementary herbicide Focus(A (R)) Ultra and its active ingredient cycloxydim on embryos and early-stage larvae of the African clawed frog (Xenopus laevis). The results indicate that the herbicide formulation is significantly more toxic than the active ingredient alone. Therefore, it is suggested that the added substances either solely or in a synergistic action with the active ingredient are responsible for adverse effects. The formulation was found to be moderately toxic to embryos but highly toxic to early larvae. Based on calculated teratogenic indices, both cycloxydim and Focus(A (R)) Ultra seem to be non-teratogenic and also the minimum Focus(A (R)) Ultra concentration to inhibit growth in embryos and larvae was close to the LC50 values. The data suggest that tests with the rainbow trout are not in all cases appropriate to assess the risk in aquatically developing anurans. This is demonstrated by 96-h LC50 values, which are for rainbow trout more than 50- to 20-fold higher than for early X. laevis larvae. However, based on worst-case predicted environmental concentrations for surface waters, there is apparently a large safety margin in field use of Focus(A (R)) Ultra if buffer strips between the farm land and the amphibian habitats are regarded.",2015,94,412,418,http://dx.doi.org/10.1007/s00128-015-1474-z,YES,YES,NO,n/a,n/a
wos315,Guy,YES,"Osterberg, JS; Darnell, KM; Blickley, TM; Romano, JA; Rittschof, D",acute toxicity and sub lethal effects of common pesticides in post larval and juvenile blue crabs callinectes sapidus,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,"The coastal plains of the southeastern United States support extensive agricultural operations that apply pesticides and herbicides. The shallow tidal creeks and ditches that directly drain agricultural fields are home to the young of the ecologically and economically important blue crab, Callinectes sapidus (Rathbun, 1896). Massive mortality observed by peeler crab fishers led us to investigate the acute toxicity of several commercial pesticide formulations and their active ingredients to blue crab megalopae and J1-J4 stage juveniles. Twenty-four hour acute toxicity assays were conducted with the organophosphate acephate (Orthene (R)), the carbamate aldicarb, the chloro-nicotinyl imidacloprid (Trimax (TM)), the pyrethroid lambdacyhalothrin (Karate (R) with Zeon Technology), and the glyphosate-based herbicide Roundup (R) Pro. LC50 values ranged from 0.22 mu g/L for megalopae exposed to lambda-cyhalothrin to 316,000 mu g/L for juveniles exposed to Roundup. The acute toxicities of active ingredient insecticides to blue crabs followed the order: lambda-cyhalothrin > imidacloprid approximate to aldicarb > acephate. Megalopae were almost always more sensitive than juveniles and there was little difference between the LC(50)s of each commercial formulation and its active ingredient. Treatment of intermolt megalopae with LC20 levels of Roundup resulted in significantly reduced time to metamorphosis (TTM) compared to estuarine water controls, while no differences resulted from treatment with the four active ingredient insecticides. Treatment with acephate, aldicarb, imidacloprid, and Roundup significantly increased the frequency of juveniles that died within 6 h of molting. The sensitivity of molting blue crabs to these pesticides makes frequently molting juveniles particularly vulnerable to pesticides in estuaries. (C) 2012 Elsevier B.V. All rights reserved.",2012,424,5,14,http://dx.doi.org/10.1016/j.jembe.2012.05.004,YES,YES,NO,n/a,n/a
