STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI
wos1263,Guy,NO,"Athanassiou, CG; Kavallieratos, NG; Benelli, G; Losic, D; Rani, PU; Desneux, N",Nanoparticles for pest control: current status and future perspectives,JOURNAL OF PEST SCIENCE,"In the current paper, we reviewed the use of nanoparticles (NPs) in crop protection, emphasizing the control of pests in the agricultural and urban environment. At the same time, we provide the framework on which the technology of NPs is based and the various categories of NPs that are currently used for pest control. Apart from the use of NPs as carriers of a broad category of active ingredients, including insecticides and pheromones, some NPs can be used successfully as insecticides alone. Moreover, several types of NPs are produced by natural resource-based substances, which make them promising green alternatives to the use of traditional pest control agents. Finally, the potentials in the use of NPs are briefly illustrated and discussed.",2018,91,1,15,http://dx.doi.org/10.1007/s10340-017-0898-0
wos1281,Guy,NO,"Huang, BN; Chen, FF; Shen, Y; Qian, K; Wang, Y; Sun, CJ; Zhao, X; Cui, B; Gao, F; Zeng, ZH; Cui, HX",Advances in Targeted Pesticides with Environmentally Responsive Controlled Release by Nanotechnology,NANOMATERIALS,"Pesticides are the basis for defending against major biological disasters and important for ensuring national food security. Biocompatible, biodegradable, intelligent, and responsive materials are currently an emerging area of interest in the field of efficient, safe, and green pesticide formulation. Using nanotechnology to design and prepare targeted pesticides with environmentally responsive controlled release via compound and chemical modifications has also shown great potential in creating novel formulations. In this review, special attention has been paid to intelligent pesticides with precise controlled release modes that can respond to micro-ecological environment changes such as light-sensitivity, thermo-sensitivity, humidity sensitivity, soil pH, and enzyme activity. Moreover, establishing intelligent and controlled pesticide release technologies using nanomaterials are reported. These technologies could increase pesticide-loading, improve the dispersibility and stability of active ingredients, and promote target ability.",2018,8,NA,NA,http://dx.doi.org/10.3390/nano8020102
wos1317,Guy,NO,"Carmichael, NG",Toxicity of agrochemical formulations,SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,"Most agrochemicals have physicochemical properties that make it impractical to apply them directly to crops and other targets. It is necessary to provide a concentrate of the active ingredient, to which formulation agents have been added to allow dilution with water for spraying. These ingredients perform several functions, including emulsifying, solubilizing, antifoaming, and the like. The properties of these materials are not intended to include pesticidal activity. However, some of these materials may have intrinsic toxicologic properties that should be taken into account in an overall evaluation of the safety of the product. In agriculture, exposure to these materials is sporadic and seasonal. The testing of the complete formulation is based on the evaluation of this risk, and it is concentrated on the evaluation of the short-term exposure to the concentrated product. Many of these substances are rather banal and are generally regarded as safe. Exceptions to this rule do exist, particularly concerning solvents; in such cases a fuller data package is necessary to perform risk assessment.",2005,31,146,150,NA
wos1367,Guy,NO,"Stelinski, LL; Il'ichev, AL; Gut, LJ",Efficacy and Release Rate of Reservoir Pheromone Dispensers for Simultaneous Mating Disruption of Codling Moth and Oriental Fruit Moth (Lepidoptera: Tortricidae),JOURNAL OF ECONOMIC ENTOMOLOGY,"Five formulations of controlled release, polyethylene tube dispensers of pheromone were evaluated during three field seasons for disruption of codling moth, Cydia pomonella (L.) (Lepidoptera: Tortricidae), and the oriental fruit moth, Grapholita molesta (Busck) (Lepidoptera: Tortricidae). Evaluations were conducted in replicated 4-ha plots of commercial apple in Michigan. Disruption of both C. pomonella and G. molesta male orientation to pheromone traps in plots treated with a dual-species formulation (Isomate CM/OFM TT), simultaneously releasing the pheromone components of both C. pomonella and G. molesta, was equivalent to that obtained by treating plots with separate formulations for each species (Isomate C Plus or Isomate C TT for C. pomonella and Isomate M Rosso for G. molesta) through mid-season. However, disruption efficacy of the dual-species formulation was significantly lower near the and of the season for G. molesta compared with the Isomate M Rosso formulation because of depletion of active ingredients and coincided with a slight increase in fruit injury. Effective disruption of C. pomonella and G. molesta also was obtained with a multispecies formulation (Isomate CM/OFM/LR) that releases the main pheromone components of C. pomonella, G. molesta, and several leafroller species. Each formulation type releasing (E,E)-8,10-dodecadien-1-of (codlemone) also was found to release the E,Z- and Z,E-isomers of codlemone. Our data provide further evidence that simultaneous disruption of C. pomonella and G. molesta with dispensers releasing both species' pheromone components is possible; however, the controlled release formulations tested here require modification or postponed deployment coupled with early season control by other means to achieve season-long efficacy. Simultaneous disruption of several species with a single formulation will be economically advantageous in regions where control of multiple pests is needed given the need for hind application of this technology.",2009,102,315,323,http://dx.doi.org/10.1603/029.102.0142
wos1415,Guy,NO,"Kumar, S; Nehra, M; Dilbaghi, N; Marrazza, G; Hassan, AA; Kim, KH",Nano-based smart pesticide formulations: Emerging opportunities for agriculture,JOURNAL OF CONTROLLED RELEASE,"The incorporation of nanotechnology as a means for nanopesticides is in the early stage of development. The main idea behind this incorporation is to lower the indiscriminate use of conventional pesticides to be in line with safe environmental applications. Nanoencapsulated pesticides can provide controlled release kinetics, while efficiently enhancing permeability, stability, and solubility. Nanoencapsulation can enhance the pest-control efficiency over extended durations by preventing the premature degradation of active ingredients (AIs) under harsh environmental conditions. This review is thus organized to critically assess the significant role of nanotechnology for encapsulation of AIs for pesticides. The smart delivery of pesticides is essential to reduce the dosage of AIs with enhanced efficacy and to overcome pesticide loss (e.g., due to leaching and evaporation). The future trends of pesticide nanoformulations including nanomaterials as AIs and nanoemulsions of biopesticides are also explored. This review should thus offer a valuable guide for establishing regulatory frameworks related to field applications of these nano-based pesticides in the near future.",2019,294,131,153,http://dx.doi.org/10.1016/j.jconrel.2018.12.012
wos1426,Guy,NO,"Zhao, X; Cui, HX; Wang, Y; Sun, CJ; Cui, B; Zeng, ZH",Development Strategies and Prospects of Nano-based Smart Pesticide Formulation,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,"Pesticides are important inputs for enhancing crop productivity and preventing major biological disasters. However, more than 90% of pesticides run off into the environment and reside in agricultural products in the process of application as a result of the disadvantages of conventional pesticide formulation, such as the use of a harmful solvent, poor dispersion, dust drift, etc. In recent years, using nanotechnology to create novel formulations has shown great potential in improving the efficacy and safety of pesticides. The development of nano-based pesticide formulation aims at precise release of necessary and sufficient amounts of their active ingredients in responding to environmental triggers and biological demands through controlled release mechanisms. This paper discusses several scientific issues and strategies regarding the development of nano-based pesticide formulations: (i) construction of water-based dispersion pesticide nanoformulation, (ii) mechanism on leaf targeted deposition and dose transfer of pesticide nanodelivery system, (iii) mechanism on increased bioavailability of nano based pesticide formulation, and (iv) impacts of nanoformulation on natural degradation and biosafety of pesticide residues.",2018,66,6504,6512,http://dx.doi.org/10.1021/acs.jafc.7b02004
wos1433,Guy,NO,"Serra, L; Estienne, A; Vasseur, C; Froment, P; Dupont, J",Review: Mechanisms of Glyphosate and Glyphosate-Based Herbicides Action in Female and Male Fertility in Humans and Animal Models,CELLS,"Glyphosate (G), also known as N-(phosphonomethyl)glycine is the declared active ingredient of glyphosate-based herbicides (GBHs) such as Roundup largely used in conventional agriculture. It is always used mixed with formulants. G acts in particular on the shikimate pathway, which exists in bacteria, for aromatic amino acids synthesis, but this pathway does not exist in vertebrates. In recent decades, researchers have shown by using various animal models that GBHs are endocrine disruptors that might alter reproductive functions. Our review describes the effects of exposure to G or GBHs on the hypothalamic-pituitary-gonadal (HPG) axis in males and females in terms of endocrine disruption, cell viability, and proliferation. Most of the main regulators of the reproductive axis (GPR54, GnRH, LH, FSH, estradiol, testosterone) are altered at all levels of the HPG axis (hypothalamus, pituitary, ovaries, testis, placenta, uterus) by exposure to GBHs which are considered more toxic than G alone due to the presence of formulants such as polyoxyethylene tallow amine (POEA).  In addition, we report intergenerational impacts of exposure to G or GBHs and, finally, we discuss different strategies to reduce the negative effects of GBHs on fertility.",2021,10,NA,NA,http://dx.doi.org/10.3390/cells10113079
wos1449,Guy,NO,"de Albuquerque, FP; de Oliveira, JL; Moschini-Carlos, V; Fraceto, LF",An overview of the potential impacts of atrazine in aquatic environments: Perspectives for tailored solutions based on nanotechnology,SCIENCE OF THE TOTAL ENVIRONMENT,"Atrazine is a pre- and post-emergence herbicide used to control weeds in many crops. It was introduced in the late 1950s, but its use has been controversial because of its high potential for environmental contamination. In agriculture, the implementation of sustainable practices can help in reducing the adverse effects atrazine. This review addresses aspects related to the impacts of atrazine in the environment, with focus on its effects on aquatic species, as well as the potential use of nanoencapsulation to decrease the impacts of atrazine. The application of atrazine leads to its dispersal beyond the immediate area, with possible contamination of soils, sediments, plantations, pastures, public supply reservoirs, groundwater, streams, lakes, rivers, seas, and even glaciers. In aquatic ecosystems, atrazine can alter the biota, consequently interfering in the food chains of many species, including benthic organisms. Nanoformulations loaded with atrazine have been developed as a way to reduce the adverse impacts of this herbicide in aquatic and terrestrial ecosystems. Ecotoxicological bioassays have shown that this nanoformulations can improve the targeted delivery of the active ingredient, resulting in decreased dosages to obtain the same effects as conventional formulations. However, more detailed analyses of the ecotoxicological potential of atrazine-based nanoherbicides need to be performed with representative species of different ecosystems. (C) 2019 Elsevier B.V. All rights reserved.",2020,700,NA,NA,http://dx.doi.org/10.1016/j.scitotenv.2019.134868
wos1454,Guy,NO,"Trumbo, J",An assessment of the hazard of a mixture of the herbicide Rodeo((R)) and the non-ionic surfactant R-11((R)) to aquatic invertebrates and larval amphibians,CALIFORNIA FISH AND GAME,"This study was conducted to determine whether the aquatic herbicide Rodeo(R) (active ingredient: glyphosate) and the non-ionic surfactant R-11(R) (active ingredient nonylphenol polyethoxylate or NPE) adversely affect aquatic species including invertebrates and larval amphibians. A Rodeo I R-11(R) mixture was applied directly to the surface of a pond in a manner that would produce atypically high concentrations of these compounds in water. Water samples were collected from the treated pond for chemical analyses and toxicity tests with the aquatic invertebrate Ceriodaphnia dubia. A toxicity test with the Rodeo(R)/R-11(R) mixture was also conducted to determine the LC50 value for the larval life stage of the northern leopard frog, Rana pipiens. Water samples collected one hour after application contained the following mean concentrations: glyphosate, 1.83 mg/L; NPE, 1.10 mg/L; and 0.02 mg/L of the NPE breakdown product nonylphenol (NP). Concentrations of glyphosate's primary breakdown product, amino methyl phosphonic acid (AMPA),were below the laboratory detection limit of 0.020 mg/L. Water samples collected from the treated pond were not acutely lethal to Ceriodaphnia dubia. The 96-h toxicity test with the Rodeo(R)/R-11(R) mixture using Rana pipiens produced LC50 values of 6.5 mg/L for glyphosate and 1.7 mg/L for NPE, indicating that the mixture is moderately toxic to the amphibian. A comparison of toxic units for the herbicide and surfactant in the mixture indicated that the toxicity to larval frogs was likely due to R-11(R) and not Rodeo(R).",2005,91,38,46,NA
wos1524,Guy,NO,"Maddalon, A; Galbiati, V; Colosio, C; Mandic-Rajcevic, S; Corsini, E",Glyphosate-based herbicides: Evidence of immune-endocrine alteration,TOXICOLOGY,"Glyphosate (G) is the active ingredient of the most widely used herbicide products. It targets the enzyme 5-enolpyruvylshikimate-3-phosphate synthase (EPSPS), which lacks in humans, suggesting to confer a low mammalian toxicity to G-based herbicides (GBHs). Despite this, the use of G is currently under intense debate. Many studies indicating its hazard and toxicity on non-target organisms are emerging, and associations between GBHs and immune-endocrine disturbances have been described. This review aims to investigate, based on recent epidemiological studies and studies performed in vitro and in vivo in animals, the possible association between GBHs and immune-endocrine alterations. Published data suggest that GBHs have endocrine disrupting potentiality targeting sex and thyroid hormones, although its relevance for humans will require further investigations. Evidence of immunotoxicity are limited compared to those on endocrine effects, but overall highlight possible noxious effects, including lung inflammation and rhinitis. An attractive hypothesis could be the one that connects microbiota dysbiosis with possible immune-endocrine outcomes. Indeed, several intestinal microorganisms express the enzyme EPSPS and, studies are emerging that highlight a possible G-induced dysbiosis. Considering the wide use of GBHs in agriculture, further studies investigating their noxious effects at levels relevant for human exposure should be performed. A critical analysis of emerging evidence of G toxicity is required to better characterize its safety profile. In addition, attention should be paid to the differences between G alone and its formulations, which, containing substances able to increase G absorption, may present a different toxicity profile.",2021,459,NA,NA,http://dx.doi.org/10.1016/j.tox.2021.152851
wos1526,Guy,NO,"Sun, CJ; Zeng, ZH; Cui, HX; Verheggen, F","Polymer-based nanoinsecticides: current development, environmental risks and future challenges. A review",BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,"Introduction. The rapid development of the nanotechnology industry opens new perspectives for modern crop protection strategies. This review summarizes and discusses the use of polymers as nanocarriers of insecticides. They are expected to ensure a higher level of protection for humans and the environment, while ensuring good efficacy of the active ingredient. Literature. Some of the synthetic polymers (including polyethylene glycol, polylactic acid, polycaprolactone and polyhydroxybutyrate), which are widely used in pharmaceutical or cosmetic areas, can be employed as insecticide carriers. But natural polymers (including chitosan, alginate, cellulose, starch and cyclodextrins) are receiving increasing attention because of their environment-friendly properties. The polymeric materials can be prepared in various types of tridimensional structures, among which nanocapsule, nanosphere, micelle, nanogel and nanofiber are the most common for the delivery of the active ingredient. The environmental risks of polymer-based nanoinsecticides are highlighted, together with the main challenges that must be solved before future marketing. These challenges include the reduction of their production cost and assessment of their performance, especially at the field level. New protocols for characterizing, detecting and quantifying are also urgently required. Conclusions. Polymer-based nanoformulations appear to be promising for target release of active ingredients while reducing excess runoff. In order to facilitate the development of new beneficial products, collaboration among countries around the world is required.",2020,24,59,69,NA
wos1646,Guy,NO,"Kookana, RS; Boxall, ABA; Reeves, PT; Ashauer, R; Beulke, S; Chaudhry, Q; Cornelis, G; Fernandes, TF; Gan, J; Kah, M; Lynch, I; Ranville, J; Sinclair, C; Spurgeon, D; Tiede, K; Van den Brink, PJ",Nanopesticides: Guiding Principles for Regulatory Evaluation of Environmental Risks,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,"Nanopesticides or nano plant protection products represent an emerging technological development that, in relation to pesticide use, could offer a range of benefits including increased efficacy, durability, and a reduction in the amounts of active ingredients that need to be used. A number of formulation types have been suggested including emulsions (e.g., nanoemulsions), nanocapsules (e.g., with polymers), and products containing pristine engineered nanoparticles, such as metals, metal oxides, and nanoclays. The increasing interest in the use of nanopesticides raises questions as to how to assess the environmental risk of these materials for regulatory purposes. Here, the current approaches for environmental risk assessment of pesticides are reviewed and the question of whether these approaches are fit for purpose for use on nanopesticides is addressed. Potential adaptations to existing environmental risk assessment tests and procedures for use with nanopesticides are discussed, addressing aspects such as analysis and characterization, environmental fate and exposure assessment, uptake by biota, ecotoxicity, and risk assessment of nanopesticides in aquatic and terrestrial ecosystems. Throughout, the main focus is on assessing whether the presence of the nanoformulation introduces potential differences relative to the conventional active ingredients. The proposed changes in the test methodology, research priorities, and recommendations would facilitate the development of regulatory approaches and a regulatory framework for nanopesticides.",2014,62,4227,4240,http://dx.doi.org/10.1021/jf500232f
wos1664,Guy,NO,"Yadav, J; Jasrotia, P; Kashyap, PL; Bhardwaj, AK; Kumar, S; Singh, M; Singh, GP",Nanopesticides: Current status and scope for their application in agriculture,PLANT PROTECTION SCIENCE,"Nanotechnology is a rapidly evolving field that has the potential to revolutionise food systems and counter the present-day challenge of food security. It envisages taking agriculture from the era of indiscriminate natural resource use and environmental degradation to the brave new world of advanced systems with enhanced material use efficiency and targeted applications to reduce crop losses caused due to abiotic-biotic stresses as well as to give due considerations to the environment. To manage plant diseases and insect pests, pesticides are inevitably used in agriculture. However, the higher dosage of these chemicals on a per hectare basis has resulted in many environmental and health hazards. To tackle the conventional pesticide related issues, a new field of science called nanotechnology has led to the development of nanopesticides that have less active ingredients, but better efficiency. The nanopesticides contain the carrier molecule or the active nanosized ingredient with a very high surface area to the volume property that provides them unique exploitable-advantages. Several formulations, viz., nanoemulsions, nanosuspensions, nano gels, metal compound-based nanopesticides, have been developed for different modes of action and vivid applications. The biggest advantage comes due to the small size of the particles that helps in properly spreading the ingredients on the pest surface and, thus, producing a better action than conventional pesticides. The use of nanoparticles in the form of nanopesticides, nanofertilisers, and nano delivery systems is on the increase day by day due to their higher efficiency and reduced dosage requirements. However, human beings and other organisms are also getting exposed to the nano-entities during the application or afterwards. The interactions of these engineered nano-entities with biological systems are relatively unknown thus far. Therefore, before their wider usage in crop production and protection, a better understanding of their interactions, and adverse effects, if any, is also crucial for a sustainable transition.",2022,58,1,17,http://dx.doi.org/10.17221/102/2020-PPS
wos1685,Guy,NO,"Williams, AL; Watson, RE; DeSesso, JM",DEVELOPMENTAL AND REPRODUCTIVE OUTCOMES IN HUMANS AND ANIMALS AFTER GLYPHOSATE EXPOSURE: A CRITICAL ANALYSIS,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,"Glyphosate is the active ingredient of several widely used herbicide formulations. Glyphosate targets the shikimate metabolic pathway, which is found in plants but not in animals. Despite the relative safety of glyphosate, various adverse developmental and reproductive problems have been alleged as a result of exposure in humans and animals. To assess the developmental and reproductive safety of glyphosate, an analysis of the available literature was conducted. Epidemiological and animal reports, as well as studies on mechanisms of action related to possible developmental and reproductive effects of glyphosate, were reviewed. An evaluation of this database found no consistent effects of glyphosate exposure on reproductive health or the developing offspring. Furthermore, no plausible mechanisms of action for such effects were elucidated. Although toxicity was observed in studies that used glyphosate-based formulations, the data strongly suggest that such effects were due to surfactants present in the formulations and not the direct result of glyphosate exposure. To estimate potential human exposure concentrations to glyphosate as a result of working directly with the herbicide, available biomonitoring data were examined. These data demonstrated extremely low human exposures as a result of normal application practices. Furthermore, the estimated exposure concentrations in humans are > 500-fold less than the oral reference dose for glyphosate of 2 mg/kg/d set by the U. S. Environmental Protection Agency (U. S. EPA 1993). In conclusion, the available literature shows no solid evidence linking glyphosate exposure to adverse developmental or reproductive effects at environmentally realistic exposure concentrations.",2012,15,39,96,http://dx.doi.org/10.1080/10937404.2012.632361
wos1704,Guy,NO,"Brusick, D; Aardema, M; Kier, L; Kirkland, D; Williams, G","Genotoxicity Expert Panel review: weight of evidence evaluation of the genotoxicity of glyphosate, glyphosate-based formulations, and aminomethylphosphonic acid (Publication with Expression of Concern. See vol. 48, pg. 916, 2018)",CRITICAL REVIEWS IN TOXICOLOGY,"In 2015, the International Agency for Research on Cancer (IARC) published a monograph concluding there was strong evidence for genotoxicity of glyphosate and glyphosate formulations and moderate evidence for genotoxicity of the metabolite aminomethylphosphonic acid (AMPA). These conclusions contradicted earlier extensive reviews supporting the lack of genotoxicity of glyphosate and glyphosate formulations. The IARC Monograph concluded there was strong evidence of induction of oxidative stress by glyphosate, glyphosate formulations, and AMPA. The Expert Panel reviewed the genotoxicity and oxidative stress data considered in the IARC Monograph, together with other available data not considered by IARC. The Expert Panel defined and used a weight of evidence (WoE) approach that included ranking of studies and endpoints by the strength of their linkage to events associated with carcinogenic mechanisms. Importantly, the Expert Panel concluded that there was sufficient information available from a very large number of regulatory genotoxicity studies that should have been considered by IARC. The WoE approach, the inclusion of all relevant regulatory studies, and some differences in interpretation of individual studies led to significantly different conclusions by the Expert Panel compared with the IARC Monograph. The Expert Panel concluded that glyphosate, glyphosate formulations, and AMPA do not pose a genotoxic hazard and the data do not support the IARC Monograph genotoxicity evaluation. With respect to carcinogenicity classification and mechanism, the Expert Panel concluded that evidence relating to an oxidative stress mechanism of carcinogenicity was largely unconvincing and that the data profiles were not consistent with the characteristics of genotoxic carcinogens.",2016,46,56,74,http://dx.doi.org/10.1080/10408444.2016.1214680
wos1720,Guy,NO,"Leoci, R; Ruberti, M",Glyphosate in Agriculture: Environmental Persistence and Effects on Animals. A Review,JOURNAL OF AGRICULTURE AND ENVIRONMENT FOR INTERNATIONAL DEVELOPMENT,"Glyphosate, in the history of agriculture, is one of the most commonly used herbicide, due to its high effectiveness and low cost compared to other solutions. Glyphosate based herbicides (GBHs), however, have been the subject of a long series of concerns and doubts, especially for public opinion and mass-media, concerning their possible toxic effects on humans and animals. In this paper, the most cited scientific literature about the persistence and possible toxicity of glyphosate and its formulations on animals has been revised. The different commercially-available formulations of GBHs contain diverse amounts of active ingredient (AI) and formulants. Therefore it is difficult to compare the many toxicity studies on animals, also because the researches currently available differ from each other, not only for the glyphosate formulations analyzed, but also for the animal's species tested, exposure times, for the treatment doses, etc. However, the results of this study, lead to the conclusion that there is a need for further research regarding the mechanisms of persistence in the environment of GBHs, the interference of glyphosate on reproductive cells and organs of animals, and the potential long-term toxic effects of this herbicide on animals.",2020,114,99,123,http://dx.doi.org/10.12895/jaeid.20201.1167
wos1728,Guy,NO,"Grillo, R; Fraceto, LF; Amorim, MJB; Scott-Fordsmand, JJ; Schoonjans, R; Chaudhry, Q",Ecotoxicological and regulatory aspects of environmental sustainability of nanopesticides,JOURNAL OF HAZARDOUS MATERIALS,"Recent years have seen the development of various colloidal formulations of pesticides and other agrochemicals aimed at use in sustainable agriculture. These formulations include inorganic, organic or hybrid particulates, or nanocarriers composed of biodegradable polymers, that can provide a better control of the release of active ingredients. The very small particle sizes and high surface areas of nanopesticides may however also lead to some unintended (eco)toxicological effects due to the way in which they interact with the target and non-target species and the environment. The current level of knowledge on ecotoxicological effects of nanopesticides is scarce, especially in regard to the fate and behaviour of such formulations in the environment. Nanopesticides will however have to cross a stringent regulatory scrutiny before marketing in most countries for health and environmental risks under a range of regulatory frameworks that require pre-market notification, risk assessment and approval, followed by labelling, post-market monitoring and surveillance. This review provides an overview of the key regulatory and ecotoxicological aspects relating to nanopesticides that will need to be considered for environmentally-sustainable use in agriculture.",2021,404,NA,NA,http://dx.doi.org/10.1016/j.jhazmat.2020.124148
wos1761,Guy,NO,"Krimsky, S",Glyphosate-Based Herbicides and Public Health: Making Sense of the Science,JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS,"The controversy over glyphosate-based herbicides (GBHs), where there is extreme divergences in health and environmental assessments, is rooted in several methodological and normative factors. Foremost among them are the differences found in testing pure glyphosate compared to the testing of glyphosate formulations. The adjuvant chemicals found in formulations can be more toxic than the so-called active ingredient. Other factors can also account for why scientists reach different conclusions on the toxicological effects of GBH including the preconceptions and methodological choices they bring into the study. Lack of consensus on the science can be problematic for policymakers. The paper argues that the toxicological science behind the GBH assessments is embedded in a normative substratum, which must be considered in policy decisions.",2022,35,NA,NA,http://dx.doi.org/10.1007/s10806-021-09874-z
wos1785,Guy,NO,"Xu, ZL; Tang, T; Lin, Q; Yu, JZ; Zhang, CP; Zhao, XP; Kah, M; Li, LX",Environmental risks and the potential benefits of nanopesticides: a review,ENVIRONMENTAL CHEMISTRY LETTERS,"With the escalating food demand of the ever-increasing global population and the rapid development of nanotechnology, nanopesticides are being proposed as alternatives for conventional pesticides. Nanocarriers or nanosized active ingredients can be used in nanopesticide formulations that exhibit enhanced stability, superior efficiency, good dispersion, and controllable release to target organisms compared to conventional pesticides. This can decrease the global volume of pesticide applied to crops. Nevertheless, the enhanced chemical stability of active ingredients implies persistence, and the good dispersion of active ingredients may induce interactions between nanopesticides and non-target organisms. Nanopesticides may thus have adverse impacts on non-target organisms, which is often not sufficiently considered by nanopesticide developers. Here, we review environmental risks and potential benefits of nanopesticides relative to conventional pesticides. Benefits of nanopesticides relative to conventional pesticides are increased stability, controlled release of active ingredients, superior efficacy, lower dose required, good dispersion and decreasing residue. We highlight possible impacts of nanopesticides on living organisms in soil and aquatic environment.",2022,20,2097,2108,http://dx.doi.org/10.1007/s10311-021-01338-0
wos1815,Guy,YES,"Savarie, PJ; York, DL; Hurley, JC; Volz, S; Brooks, JE",Testing the dermal and oral toxicity of selected chemicals to brown treesnakes,"NINETEENTH VERTEBRATE PEST CONFERENCE, PROCEEDINGS","Dermal and oral toxicity tests were conducted on brown treesnakes (Boiga irregularis) with active ingredients and insecticide formulated products registered with the U.S. Environmental Protection Agency (EPA). Over-the-counter drugs approved by the U.S. Food and Drug Administration (FDA) were evaluated for oral toxicity. Dermal applications of pyrethrin and pyrethroid commercially formulated aerosol insecticides containing the synergists piperonyl butoxide and n-octyl bicyloheptene dicarboximide were toxic to the snakes. The lowest oral gavage dose that resulted in 100% mortality for rotenone, pyrethrins, propoxur, and aspirin was 2.5, 40, 40, and 1,280 mg/kg, respectively; but, when these chemicals were consumed by snakes in bait matrices at doses several times higher than the gavage doses, mortality was greatly reduced. Uncoated tablets of aspirin (150 and 300 mg), ibuprofen (100 and 200 mg), acetaminophen (100 and 200 mg), and commercial over-the-counter tablet formulations of 80 mg and 325 mg acetaminophen were offered to snakes in a dead mouse bait matrix. The mortality with aspirin ranged from 67% to 100%. No mortality was observed with ibuprofen. Acetaminophen resulted in 100% mortality for each of the doses tested. Overall, these dermal and oral toxicity results indicate that some EPA-registered pesticides and drugs approved by FDA may have use as toxicants for brown treesnakes.",2000,NA,139,145,NA
wos1852,Guy,YES,"Kriete, G; Broer, I",Influence of the herbicide phosphinothricin on growth and nodulation capacity of Rhizobium meliloti,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,"Rhizobium meliloti proved to be sensitive to low concentrations of the herbicide phosphinothricintripeptide (PTT) and its active ingredient phosphinothricin (PT), which was formerly assumed to be nontoxic for most of the bacteria analysed. Growth was more strongly reduced in sterile synthetic media and less reduced in sterile soil; in unsterile soil only a transient growth reduction was detectable. Sensitivity was also observed in five out of eight other species analysed. In all sensitive species tested, spontaneous resistances to PT occurred. Under sterile conditions, PTT and PT reduced rhizobial nodulation rates of PT-resistant alfalfa plants drastically; however, nitrogen fixation in the few nodules that arose was unaffected. Because of the small number of nodules, the overall fixation rate was strongly diminished. In unsterile soil, nodulation and nitrogen fixation rates were not changed, possibly because of the rapid degradation of PTT and PT in the soil. Using a herbicide as model substance it could be demonstrated that the sensitivity of R. meliloti to chemical additives in the soil can be detected by analysing its growth rate, and that even a weak impact carl influence its nodulation capacity. R. meliloti has proven to be a fast, easy and sensitive detection system for bacteriostatic components present in the soil.",1996,46,580,586,http://dx.doi.org/10.1007/s002530050864
wos1899,Guy,NO,"Sanchez-Gomez, S; Pagan, R; Pavela, R; Mazzara, E; Spinozzi, E; Marinelli, O; Zeppa, L; Morshedloo, MR; Maggi, F; Canale, A; Benelli, G","Lethal and sublethal effects of essential oil-loaded zein nanocapsules on a zoonotic disease vector mosquito, and their non-target impact",INDUSTRIAL CROPS AND PRODUCTS,"Recently the agrochemical industry is developing eco-friendly approaches based on the fabrication of biopesticides using substances, including biomass-borne products, with limited impact on human health and environment. One of these is the use of vegetable proteins, such as the corn-derived zein, as a safe nanocarrier loaded with bioactive compounds. Zein-based nanoparticles have been successfully applied to enhance the antimicrobial, antioxidant, repellent and insecticidal properties of hydrophobic substances such as essential oils (EOs). Herein, we developed two EO-loaded zein nanocapsules (NC) for mosquito larvicidal purposes. As active ingredients, we selected two Apiaceae essential oils (EO) with well documented insecticidal activities, i.e. Pimpinella anisum and Trachyspermum ammi, containing (E)-anethole and thymol as main constituents, respectively. The EO-based zein NC were prepared by self-assembly without using organic solvents, characterized for particle size by dynamic light scattering (DLS) and for stability over time and throughout stress conditions. EOloaded zein NC showed high acute toxicity on Culex quinquefasciatus 3rd instar larvae. Sublethal toxicity following 1-5 h to the LC90 was noted in terms of larval and pupal mortality, emerged adult rate, and sex ratio. The NC ecotoxicological safety was demonstrated, showing limited non-target effects on aquatic (Daphnia magna) and terrestrial (Eisenia fetida) invertebrates, as also on vertebrate cells (human keratinocytes). Overall, the P. anisum and T. ammi EO-loaded zein NC may represent effective and eco-friendly formulations to be considered in mosquito control programs, pending field evaluation of their epidemiological impact.",2022,176,NA,NA,http://dx.doi.org/10.1016/j.indcrop.2021.114413
